device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=spurious_feature
round   1 | acc=0.0473 | bsr=nan | agg=2.62s | det_auroc=0.266 | tpr@5=0.00
round   2 | acc=0.0473 | bsr=nan | agg=2.62s | det_auroc=0.336 | tpr@5=0.00
round   3 | acc=0.0480 | bsr=nan | agg=2.62s | det_auroc=0.500 | tpr@5=0.00
round   4 | acc=0.0491 | bsr=nan | agg=2.61s | det_auroc=0.359 | tpr@5=0.00
round   5 | acc=0.0509 | bsr=nan | agg=2.62s | det_auroc=0.438 | tpr@5=0.00
round   6 | acc=0.0535 | bsr=nan | agg=2.62s | det_auroc=0.578 | tpr@5=0.00
round   7 | acc=0.0576 | bsr=nan | agg=2.62s | det_auroc=0.609 | tpr@5=0.00
round   8 | acc=0.0595 | bsr=nan | agg=2.63s | det_auroc=0.453 | tpr@5=0.00
round   9 | acc=0.0631 | bsr=nan | agg=2.62s | det_auroc=0.406 | tpr@5=0.25
round  10 | acc=0.0685 | bsr=nan | agg=2.62s | det_auroc=0.453 | tpr@5=0.25
round  11 | acc=0.0758 | bsr=nan | agg=2.62s | det_auroc=0.500 | tpr@5=0.25
round  12 | acc=0.0816 | bsr=nan | agg=2.62s | det_auroc=0.484 | tpr@5=0.00
round  13 | acc=0.0902 | bsr=nan | agg=2.62s | det_auroc=0.422 | tpr@5=0.00
round  14 | acc=0.1013 | bsr=nan | agg=2.61s | det_auroc=0.547 | tpr@5=0.25
round  15 | acc=0.1161 | bsr=nan | agg=2.61s | det_auroc=0.453 | tpr@5=0.25
round  16 | acc=0.1343 | bsr=nan | agg=2.62s | det_auroc=0.484 | tpr@5=0.25
round  17 | acc=0.1659 | bsr=nan | agg=2.61s | det_auroc=0.453 | tpr@5=0.00
round  18 | acc=0.2067 | bsr=nan | agg=2.62s | det_auroc=0.578 | tpr@5=0.25
round  19 | acc=0.2500 | bsr=nan | agg=2.62s | det_auroc=0.469 | tpr@5=0.00
round  20 | acc=0.2897 | bsr=nan | agg=2.62s | det_auroc=0.375 | tpr@5=0.25
round  21 | acc=0.3231 | bsr=nan | agg=2.62s | det_auroc=0.391 | tpr@5=0.00
round  22 | acc=0.3494 | bsr=nan | agg=2.64s | det_auroc=0.484 | tpr@5=0.25
round  23 | acc=0.3732 | bsr=nan | agg=2.61s | det_auroc=0.438 | tpr@5=0.25
round  24 | acc=0.3953 | bsr=nan | agg=2.62s | det_auroc=0.438 | tpr@5=0.25
round  25 | acc=0.4127 | bsr=nan | agg=2.64s | det_auroc=0.422 | tpr@5=0.25
round  26 | acc=0.4317 | bsr=nan | agg=2.63s | det_auroc=0.484 | tpr@5=0.25
round  27 | acc=0.4501 | bsr=nan | agg=2.63s | det_auroc=0.422 | tpr@5=0.25
round  28 | acc=0.4665 | bsr=nan | agg=2.61s | det_auroc=0.422 | tpr@5=0.00
round  29 | acc=0.4865 | bsr=nan | agg=2.62s | det_auroc=0.484 | tpr@5=0.00
round  30 | acc=0.5046 | bsr=nan | agg=2.62s | det_auroc=0.469 | tpr@5=0.00
round  31 | acc=0.5268 | bsr=nan | agg=2.62s | det_auroc=0.531 | tpr@5=0.25
round  32 | acc=0.5478 | bsr=nan | agg=2.63s | det_auroc=0.500 | tpr@5=0.25
round  33 | acc=0.5645 | bsr=nan | agg=2.62s | det_auroc=0.531 | tpr@5=0.00
round  34 | acc=0.5877 | bsr=nan | agg=2.62s | det_auroc=0.453 | tpr@5=0.00
round  35 | acc=0.6087 | bsr=nan | agg=2.63s | det_auroc=0.469 | tpr@5=0.00
round  36 | acc=0.6253 | bsr=nan | agg=2.62s | det_auroc=0.453 | tpr@5=0.25
round  37 | acc=0.6371 | bsr=nan | agg=2.61s | det_auroc=0.453 | tpr@5=0.00
round  38 | acc=0.6511 | bsr=nan | agg=2.61s | det_auroc=0.469 | tpr@5=0.00
round  39 | acc=0.6606 | bsr=nan | agg=2.62s | det_auroc=0.453 | tpr@5=0.00
round  40 | acc=0.6697 | bsr=nan | agg=2.61s | det_auroc=0.438 | tpr@5=0.00
round  41 | acc=0.6799 | bsr=nan | agg=2.63s | det_auroc=0.531 | tpr@5=0.00
round  42 | acc=0.6865 | bsr=nan | agg=2.63s | det_auroc=0.469 | tpr@5=0.00
round  43 | acc=0.6966 | bsr=nan | agg=2.63s | det_auroc=0.516 | tpr@5=0.00
round  44 | acc=0.7001 | bsr=nan | agg=2.63s | det_auroc=0.547 | tpr@5=0.00
round  45 | acc=0.7039 | bsr=nan | agg=2.62s | det_auroc=0.438 | tpr@5=0.00
round  46 | acc=0.7078 | bsr=nan | agg=2.62s | det_auroc=0.750 | tpr@5=0.25
round  47 | acc=0.7086 | bsr=nan | agg=2.63s | det_auroc=0.438 | tpr@5=0.00
round  48 | acc=0.7095 | bsr=nan | agg=2.61s | det_auroc=0.453 | tpr@5=0.00
round  49 | acc=0.7119 | bsr=nan | agg=2.62s | det_auroc=0.578 | tpr@5=0.25
round  50 | acc=0.7124 | bsr=nan | agg=2.62s | det_auroc=0.453 | tpr@5=0.00
round  51 | acc=0.7134 | bsr=nan | agg=2.63s | det_auroc=0.547 | tpr@5=0.50
round  52 | acc=0.7127 | bsr=nan | agg=2.63s | det_auroc=0.656 | tpr@5=0.00
round  53 | acc=0.7129 | bsr=nan | agg=2.63s | det_auroc=0.500 | tpr@5=0.00
round  54 | acc=0.7147 | bsr=nan | agg=2.63s | det_auroc=0.391 | tpr@5=0.00
round  55 | acc=0.7156 | bsr=nan | agg=2.62s | det_auroc=0.438 | tpr@5=0.00
round  56 | acc=0.7169 | bsr=nan | agg=2.63s | det_auroc=0.484 | tpr@5=0.00
round  57 | acc=0.7180 | bsr=nan | agg=2.61s | det_auroc=0.266 | tpr@5=0.00
round  58 | acc=0.7172 | bsr=nan | agg=2.63s | det_auroc=0.344 | tpr@5=0.00
