device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=gaussian
round   1 | acc=0.0484 | bsr=nan | agg=0.18s | det_auroc=0.344 | tpr@5=0.00
round   2 | acc=0.0492 | bsr=nan | agg=0.16s | det_auroc=0.281 | tpr@5=0.00
round   3 | acc=0.0504 | bsr=nan | agg=0.16s | det_auroc=0.203 | tpr@5=0.00
round   4 | acc=0.0514 | bsr=nan | agg=0.17s | det_auroc=0.266 | tpr@5=0.00
round   5 | acc=0.0539 | bsr=nan | agg=0.17s | det_auroc=0.375 | tpr@5=0.00
round   6 | acc=0.0554 | bsr=nan | agg=0.16s | det_auroc=0.281 | tpr@5=0.00
round   7 | acc=0.0581 | bsr=nan | agg=0.17s | det_auroc=0.422 | tpr@5=0.00
round   8 | acc=0.0610 | bsr=nan | agg=0.18s | det_auroc=0.516 | tpr@5=0.00
round   9 | acc=0.0633 | bsr=nan | agg=0.17s | det_auroc=0.188 | tpr@5=0.00
round  10 | acc=0.0655 | bsr=nan | agg=0.16s | det_auroc=0.266 | tpr@5=0.00
round  11 | acc=0.0690 | bsr=nan | agg=0.15s | det_auroc=0.359 | tpr@5=0.00
round  12 | acc=0.0720 | bsr=nan | agg=0.16s | det_auroc=0.500 | tpr@5=0.00
round  13 | acc=0.0750 | bsr=nan | agg=0.16s | det_auroc=0.438 | tpr@5=0.00
round  14 | acc=0.0784 | bsr=nan | agg=0.17s | det_auroc=0.547 | tpr@5=0.00
round  15 | acc=0.0842 | bsr=nan | agg=0.15s | det_auroc=0.625 | tpr@5=0.00
round  16 | acc=0.0886 | bsr=nan | agg=0.15s | det_auroc=0.562 | tpr@5=0.00
round  17 | acc=0.0946 | bsr=nan | agg=0.17s | det_auroc=0.469 | tpr@5=0.00
round  18 | acc=0.1005 | bsr=nan | agg=0.15s | det_auroc=0.234 | tpr@5=0.00
round  19 | acc=0.1075 | bsr=nan | agg=0.16s | det_auroc=0.406 | tpr@5=0.00
round  20 | acc=0.1160 | bsr=nan | agg=0.15s | det_auroc=0.359 | tpr@5=0.00
round  21 | acc=0.1289 | bsr=nan | agg=0.16s | det_auroc=0.531 | tpr@5=0.00
round  22 | acc=0.1492 | bsr=nan | agg=0.16s | det_auroc=0.578 | tpr@5=0.00
round  23 | acc=0.1782 | bsr=nan | agg=0.17s | det_auroc=0.375 | tpr@5=0.00
round  24 | acc=0.2141 | bsr=nan | agg=0.17s | det_auroc=0.344 | tpr@5=0.00
round  25 | acc=0.2494 | bsr=nan | agg=0.16s | det_auroc=0.562 | tpr@5=0.00
round  26 | acc=0.2845 | bsr=nan | agg=0.18s | det_auroc=0.594 | tpr@5=0.00
round  27 | acc=0.3131 | bsr=nan | agg=0.17s | det_auroc=0.500 | tpr@5=0.00
round  28 | acc=0.3403 | bsr=nan | agg=0.16s | det_auroc=0.500 | tpr@5=0.00
