device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fltrust attack=lie
round   1 | acc=0.0509 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round   2 | acc=0.0540 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round   3 | acc=0.0573 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round   4 | acc=0.0614 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round   5 | acc=0.0644 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round   6 | acc=0.0685 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round   7 | acc=0.0723 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round   8 | acc=0.0764 | bsr=nan | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round   9 | acc=0.0804 | bsr=nan | agg=0.03s | det_auroc=0.938 | tpr@5=0.00
round  10 | acc=0.0844 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.0887 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.0929 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.0971 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.1040 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.1174 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.1395 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.1626 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.1872 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.2010 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.2165 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.2344 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.2549 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.2816 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.3133 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.3503 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.3868 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.4223 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.4563 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.4938 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.5293 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.5577 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.5860 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.6073 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  34 | acc=0.6229 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  35 | acc=0.6380 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.6508 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  37 | acc=0.6609 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.6691 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.6746 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.6801 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.6833 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.6860 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  43 | acc=0.6848 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.6860 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  45 | acc=0.6870 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.6858 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.6845 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.6850 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.6833 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.6829 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.6829 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.6819 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.6798 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.6795 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.6787 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.6802 | bsr=nan | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.6817 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.6805 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.6799 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.6813 | bsr=nan | agg=0.03s | det_auroc=1.000 | tpr@5=1.00
