device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=spurious_feature
round   1 | acc=0.0480 | bsr=nan | agg=0.18s | det_auroc=0.562 | tpr@5=0.00
round   2 | acc=0.0483 | bsr=nan | agg=0.18s | det_auroc=0.625 | tpr@5=0.25
round   3 | acc=0.0491 | bsr=nan | agg=0.17s | det_auroc=0.594 | tpr@5=0.00
round   4 | acc=0.0502 | bsr=nan | agg=0.18s | det_auroc=0.609 | tpr@5=0.25
round   5 | acc=0.0519 | bsr=nan | agg=0.18s | det_auroc=0.484 | tpr@5=0.00
round   6 | acc=0.0542 | bsr=nan | agg=0.17s | det_auroc=0.531 | tpr@5=0.00
round   7 | acc=0.0581 | bsr=nan | agg=0.17s | det_auroc=0.672 | tpr@5=0.00
round   8 | acc=0.0605 | bsr=nan | agg=0.17s | det_auroc=0.531 | tpr@5=0.00
round   9 | acc=0.0639 | bsr=nan | agg=0.16s | det_auroc=0.562 | tpr@5=0.00
round  10 | acc=0.0700 | bsr=nan | agg=0.15s | det_auroc=0.641 | tpr@5=0.25
round  11 | acc=0.0771 | bsr=nan | agg=0.18s | det_auroc=0.578 | tpr@5=0.00
round  12 | acc=0.0836 | bsr=nan | agg=0.15s | det_auroc=0.594 | tpr@5=0.00
round  13 | acc=0.0936 | bsr=nan | agg=0.16s | det_auroc=0.531 | tpr@5=0.00
round  14 | acc=0.1035 | bsr=nan | agg=0.17s | det_auroc=0.594 | tpr@5=0.25
round  15 | acc=0.1160 | bsr=nan | agg=0.17s | det_auroc=0.656 | tpr@5=0.00
round  16 | acc=0.1326 | bsr=nan | agg=0.15s | det_auroc=0.688 | tpr@5=0.00
round  17 | acc=0.1568 | bsr=nan | agg=0.18s | det_auroc=0.672 | tpr@5=0.00
round  18 | acc=0.1952 | bsr=nan | agg=0.17s | det_auroc=0.656 | tpr@5=0.00
round  19 | acc=0.2433 | bsr=nan | agg=0.17s | det_auroc=0.609 | tpr@5=0.00
round  20 | acc=0.2905 | bsr=nan | agg=0.15s | det_auroc=0.578 | tpr@5=0.00
round  21 | acc=0.3274 | bsr=nan | agg=0.17s | det_auroc=0.562 | tpr@5=0.00
round  22 | acc=0.3548 | bsr=nan | agg=0.15s | det_auroc=0.672 | tpr@5=0.00
round  23 | acc=0.3756 | bsr=nan | agg=0.18s | det_auroc=0.641 | tpr@5=0.00
round  24 | acc=0.3939 | bsr=nan | agg=0.16s | det_auroc=0.719 | tpr@5=0.25
round  25 | acc=0.4080 | bsr=nan | agg=0.16s | det_auroc=0.750 | tpr@5=0.00
round  26 | acc=0.4212 | bsr=nan | agg=0.17s | det_auroc=0.719 | tpr@5=0.00
round  27 | acc=0.4338 | bsr=nan | agg=0.18s | det_auroc=0.734 | tpr@5=0.25
round  28 | acc=0.4518 | bsr=nan | agg=0.18s | det_auroc=0.719 | tpr@5=0.00
round  29 | acc=0.4730 | bsr=nan | agg=0.16s | det_auroc=0.719 | tpr@5=0.00
round  30 | acc=0.4929 | bsr=nan | agg=0.17s | det_auroc=0.672 | tpr@5=0.00
round  31 | acc=0.5149 | bsr=nan | agg=0.15s | det_auroc=0.609 | tpr@5=0.00
round  32 | acc=0.5340 | bsr=nan | agg=0.19s | det_auroc=0.797 | tpr@5=0.25
round  33 | acc=0.5507 | bsr=nan | agg=0.15s | det_auroc=0.703 | tpr@5=0.25
round  34 | acc=0.5680 | bsr=nan | agg=0.17s | det_auroc=0.609 | tpr@5=0.25
round  35 | acc=0.5843 | bsr=nan | agg=0.17s | det_auroc=0.688 | tpr@5=0.25
round  36 | acc=0.5955 | bsr=nan | agg=0.17s | det_auroc=0.656 | tpr@5=0.25
round  37 | acc=0.6076 | bsr=nan | agg=0.17s | det_auroc=0.641 | tpr@5=0.25
round  38 | acc=0.6202 | bsr=nan | agg=0.17s | det_auroc=0.562 | tpr@5=0.00
round  39 | acc=0.6298 | bsr=nan | agg=0.16s | det_auroc=0.609 | tpr@5=0.00
round  40 | acc=0.6380 | bsr=nan | agg=0.15s | det_auroc=0.547 | tpr@5=0.25
round  41 | acc=0.6470 | bsr=nan | agg=0.15s | det_auroc=0.688 | tpr@5=0.00
round  42 | acc=0.6547 | bsr=nan | agg=0.17s | det_auroc=0.625 | tpr@5=0.00
round  43 | acc=0.6624 | bsr=nan | agg=0.17s | det_auroc=0.609 | tpr@5=0.00
round  44 | acc=0.6687 | bsr=nan | agg=0.16s | det_auroc=0.672 | tpr@5=0.00
round  45 | acc=0.6736 | bsr=nan | agg=0.16s | det_auroc=0.547 | tpr@5=0.00
round  46 | acc=0.6762 | bsr=nan | agg=0.16s | det_auroc=0.781 | tpr@5=0.25
round  47 | acc=0.6799 | bsr=nan | agg=0.15s | det_auroc=0.719 | tpr@5=0.25
round  48 | acc=0.6841 | bsr=nan | agg=0.18s | det_auroc=0.625 | tpr@5=0.25
round  49 | acc=0.6875 | bsr=nan | agg=0.16s | det_auroc=0.703 | tpr@5=0.00
round  50 | acc=0.6875 | bsr=nan | agg=0.16s | det_auroc=0.703 | tpr@5=0.25
round  51 | acc=0.6898 | bsr=nan | agg=0.16s | det_auroc=0.531 | tpr@5=0.00
round  52 | acc=0.6916 | bsr=nan | agg=0.13s | det_auroc=0.594 | tpr@5=0.00
round  53 | acc=0.6924 | bsr=nan | agg=0.16s | det_auroc=0.672 | tpr@5=0.25
round  54 | acc=0.6939 | bsr=nan | agg=0.14s | det_auroc=0.734 | tpr@5=0.25
round  55 | acc=0.6947 | bsr=nan | agg=0.15s | det_auroc=0.594 | tpr@5=0.25
round  56 | acc=0.6945 | bsr=nan | agg=0.14s | det_auroc=0.656 | tpr@5=0.25
round  57 | acc=0.6967 | bsr=nan | agg=0.14s | det_auroc=0.547 | tpr@5=0.25
round  58 | acc=0.6975 | bsr=nan | agg=0.16s | det_auroc=0.516 | tpr@5=0.25
round  59 | acc=0.6981 | bsr=nan | agg=0.16s | det_auroc=0.516 | tpr@5=0.25
round  60 | acc=0.6996 | bsr=nan | agg=0.16s | det_auroc=0.609 | tpr@5=0.25
