device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.0635 | bsr=0.000 | agg=0.14s | det_auroc=0.889 | tpr@5=0.00
round   2 | acc=0.1114 | bsr=0.000 | agg=0.11s | det_auroc=0.806 | tpr@5=0.00
round   3 | acc=0.3500 | bsr=0.013 | agg=0.12s | det_auroc=0.917 | tpr@5=0.50
round   4 | acc=0.4964 | bsr=0.056 | agg=0.12s | det_auroc=0.944 | tpr@5=0.50
round   5 | acc=0.6196 | bsr=0.034 | agg=0.15s | det_auroc=nan | tpr@5=nan
round   6 | acc=0.6778 | bsr=0.035 | agg=0.11s | det_auroc=0.895 | tpr@5=0.00
round   7 | acc=0.6933 | bsr=0.034 | agg=0.12s | det_auroc=0.972 | tpr@5=0.50
round   8 | acc=0.6898 | bsr=0.030 | agg=0.12s | det_auroc=0.895 | tpr@5=0.00
round   9 | acc=0.6948 | bsr=0.030 | agg=0.16s | det_auroc=nan | tpr@5=nan
round  10 | acc=0.6999 | bsr=0.027 | agg=0.16s | det_auroc=nan | tpr@5=nan
round  11 | acc=0.7083 | bsr=0.029 | agg=0.15s | det_auroc=nan | tpr@5=nan
round  12 | acc=0.7152 | bsr=0.026 | agg=0.16s | det_auroc=nan | tpr@5=nan
round  13 | acc=0.7288 | bsr=0.025 | agg=0.13s | det_auroc=0.947 | tpr@5=0.00
round  14 | acc=0.7333 | bsr=0.026 | agg=0.13s | det_auroc=nan | tpr@5=nan
round  15 | acc=0.7404 | bsr=0.025 | agg=0.16s | det_auroc=nan | tpr@5=nan
round  16 | acc=0.7448 | bsr=0.026 | agg=0.15s | det_auroc=nan | tpr@5=nan
round  17 | acc=0.7485 | bsr=0.027 | agg=0.12s | det_auroc=0.895 | tpr@5=0.00
round  18 | acc=0.7511 | bsr=0.026 | agg=0.14s | det_auroc=nan | tpr@5=nan
round  19 | acc=0.7535 | bsr=0.028 | agg=0.12s | det_auroc=0.789 | tpr@5=0.00
round  20 | acc=0.7562 | bsr=0.029 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7572 | bsr=0.030 | agg=0.12s | det_auroc=0.842 | tpr@5=0.00
round  22 | acc=0.7587 | bsr=0.031 | agg=0.12s | det_auroc=0.895 | tpr@5=0.00
round  23 | acc=0.7602 | bsr=0.030 | agg=0.12s | det_auroc=0.861 | tpr@5=0.00
round  24 | acc=0.7630 | bsr=0.032 | agg=0.12s | det_auroc=0.806 | tpr@5=0.00
round  25 | acc=0.7653 | bsr=0.032 | agg=0.40s | det_auroc=0.972 | tpr@5=0.50
round  26 | acc=0.7660 | bsr=0.030 | agg=0.15s | det_auroc=nan | tpr@5=nan
round  27 | acc=0.7691 | bsr=0.031 | agg=0.11s | det_auroc=0.895 | tpr@5=0.00
round  28 | acc=0.7689 | bsr=0.031 | agg=0.12s | det_auroc=0.789 | tpr@5=0.00
round  29 | acc=0.7707 | bsr=0.032 | agg=0.11s | det_auroc=0.895 | tpr@5=0.00
round  30 | acc=0.7723 | bsr=0.033 | agg=0.12s | det_auroc=0.639 | tpr@5=0.00
round  31 | acc=0.7750 | bsr=0.035 | agg=0.12s | det_auroc=0.737 | tpr@5=0.00
round  32 | acc=0.7772 | bsr=0.033 | agg=0.14s | det_auroc=nan | tpr@5=nan
round  33 | acc=0.7786 | bsr=0.034 | agg=0.12s | det_auroc=0.784 | tpr@5=0.00
round  34 | acc=0.7799 | bsr=0.036 | agg=0.12s | det_auroc=0.684 | tpr@5=0.00
round  35 | acc=0.7805 | bsr=0.036 | agg=0.11s | det_auroc=0.895 | tpr@5=0.00
round  36 | acc=0.7826 | bsr=0.036 | agg=0.16s | det_auroc=nan | tpr@5=nan
round  37 | acc=0.7847 | bsr=0.035 | agg=0.12s | det_auroc=0.947 | tpr@5=0.00
round  38 | acc=0.7866 | bsr=0.032 | agg=0.12s | det_auroc=0.947 | tpr@5=0.00
round  39 | acc=0.7884 | bsr=0.032 | agg=0.12s | det_auroc=0.694 | tpr@5=0.00
round  40 | acc=0.7896 | bsr=0.032 | agg=0.11s | det_auroc=0.947 | tpr@5=0.00
round  41 | acc=0.7909 | bsr=0.032 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.7928 | bsr=0.030 | agg=0.16s | det_auroc=nan | tpr@5=nan
round  43 | acc=0.7953 | bsr=0.030 | agg=0.12s | det_auroc=0.842 | tpr@5=0.00
round  44 | acc=0.7979 | bsr=0.030 | agg=0.15s | det_auroc=nan | tpr@5=nan
round  45 | acc=0.7995 | bsr=0.029 | agg=0.11s | det_auroc=0.737 | tpr@5=0.00
round  46 | acc=0.8014 | bsr=0.029 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.8030 | bsr=0.027 | agg=0.11s | det_auroc=0.895 | tpr@5=0.00
