Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_projector.bias', 'vocab_transform.weight', 'vocab_transform.bias', 'vocab_layer_norm.weight', 'vocab_layer_norm.bias']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=multi_krum attack=label_flip
round   1 | acc=0.5000 | bsr=nan | agg=1.28s | det_auroc=0.344 | tpr@5=0.00
round   2 | acc=0.5000 | bsr=nan | agg=1.30s | det_auroc=0.375 | tpr@5=0.00
round   3 | acc=0.5428 | bsr=nan | agg=1.14s | det_auroc=0.375 | tpr@5=0.00
round   4 | acc=0.5004 | bsr=nan | agg=1.13s | det_auroc=0.438 | tpr@5=0.00
round   5 | acc=0.6026 | bsr=nan | agg=1.15s | det_auroc=0.375 | tpr@5=0.00
round   6 | acc=0.5212 | bsr=nan | agg=1.32s | det_auroc=0.484 | tpr@5=0.00
round   7 | acc=0.5766 | bsr=nan | agg=1.12s | det_auroc=0.453 | tpr@5=0.00
round   8 | acc=0.6174 | bsr=nan | agg=1.15s | det_auroc=0.531 | tpr@5=0.00
round   9 | acc=0.5982 | bsr=nan | agg=1.14s | det_auroc=0.609 | tpr@5=0.00
round  10 | acc=0.6253 | bsr=nan | agg=1.24s | det_auroc=0.500 | tpr@5=0.00
round  11 | acc=0.6265 | bsr=nan | agg=1.21s | det_auroc=0.672 | tpr@5=0.00
round  12 | acc=0.6179 | bsr=nan | agg=1.21s | det_auroc=0.625 | tpr@5=0.00
round  13 | acc=0.6493 | bsr=nan | agg=1.21s | det_auroc=0.609 | tpr@5=0.00
round  14 | acc=0.6224 | bsr=nan | agg=1.23s | det_auroc=0.656 | tpr@5=0.00
round  15 | acc=0.6542 | bsr=nan | agg=1.23s | det_auroc=0.578 | tpr@5=0.00
round  16 | acc=0.6562 | bsr=nan | agg=1.23s | det_auroc=0.719 | tpr@5=0.00
round  17 | acc=0.6973 | bsr=nan | agg=1.20s | det_auroc=0.766 | tpr@5=0.00
round  18 | acc=0.6553 | bsr=nan | agg=1.20s | det_auroc=0.766 | tpr@5=0.00
round  19 | acc=0.6310 | bsr=nan | agg=1.23s | det_auroc=0.719 | tpr@5=0.00
round  20 | acc=0.6680 | bsr=nan | agg=1.23s | det_auroc=0.609 | tpr@5=0.00
round  21 | acc=0.7044 | bsr=nan | agg=1.21s | det_auroc=0.766 | tpr@5=0.00
round  22 | acc=0.6958 | bsr=nan | agg=1.23s | det_auroc=0.766 | tpr@5=0.00
round  23 | acc=0.6902 | bsr=nan | agg=1.23s | det_auroc=0.797 | tpr@5=0.00
round  24 | acc=0.7118 | bsr=nan | agg=1.21s | det_auroc=0.734 | tpr@5=0.00
round  25 | acc=0.7028 | bsr=nan | agg=1.23s | det_auroc=0.766 | tpr@5=0.00
round  26 | acc=0.7035 | bsr=nan | agg=1.23s | det_auroc=0.781 | tpr@5=0.00
round  27 | acc=0.6885 | bsr=nan | agg=1.23s | det_auroc=0.797 | tpr@5=0.00
round  28 | acc=0.7212 | bsr=nan | agg=1.23s | det_auroc=0.734 | tpr@5=0.00
round  29 | acc=0.6672 | bsr=nan | agg=1.21s | det_auroc=0.812 | tpr@5=0.25
round  30 | acc=0.6656 | bsr=nan | agg=1.23s | det_auroc=0.688 | tpr@5=0.00
