Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_transform.weight', 'vocab_transform.bias', 'vocab_layer_norm.weight', 'vocab_projector.bias', 'vocab_layer_norm.bias']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=ecf attack=sign_flip
round   1 | acc=0.5000 | bsr=nan | agg=2.91s | det_auroc=0.438 | tpr@5=0.00
round   2 | acc=0.5000 | bsr=nan | agg=2.93s | det_auroc=0.438 | tpr@5=0.00
round   3 | acc=0.5000 | bsr=nan | agg=2.92s | det_auroc=0.438 | tpr@5=0.00
round   4 | acc=0.5000 | bsr=nan | agg=2.90s | det_auroc=0.484 | tpr@5=0.00
round   5 | acc=0.5000 | bsr=nan | agg=2.90s | det_auroc=0.641 | tpr@5=0.00
round   6 | acc=0.5000 | bsr=nan | agg=2.93s | det_auroc=0.469 | tpr@5=0.00
round   7 | acc=0.5166 | bsr=nan | agg=2.90s | det_auroc=0.766 | tpr@5=0.00
round   8 | acc=0.5158 | bsr=nan | agg=2.91s | det_auroc=0.625 | tpr@5=0.00
round   9 | acc=0.5193 | bsr=nan | agg=2.93s | det_auroc=0.609 | tpr@5=0.00
round  10 | acc=0.5317 | bsr=nan | agg=2.91s | det_auroc=0.656 | tpr@5=0.00
round  11 | acc=0.5368 | bsr=nan | agg=2.90s | det_auroc=0.719 | tpr@5=0.00
round  12 | acc=0.5563 | bsr=nan | agg=2.89s | det_auroc=0.938 | tpr@5=0.00
round  13 | acc=0.5740 | bsr=nan | agg=2.91s | det_auroc=0.750 | tpr@5=0.00
round  14 | acc=0.5798 | bsr=nan | agg=2.90s | det_auroc=0.797 | tpr@5=0.00
round  15 | acc=0.5926 | bsr=nan | agg=2.91s | det_auroc=0.781 | tpr@5=0.00
round  16 | acc=0.6098 | bsr=nan | agg=2.90s | det_auroc=0.719 | tpr@5=0.00
round  17 | acc=0.6144 | bsr=nan | agg=2.90s | det_auroc=0.812 | tpr@5=0.00
round  18 | acc=0.6290 | bsr=nan | agg=2.89s | det_auroc=0.797 | tpr@5=0.00
round  19 | acc=0.6415 | bsr=nan | agg=2.90s | det_auroc=0.859 | tpr@5=0.00
round  20 | acc=0.6388 | bsr=nan | agg=2.90s | det_auroc=0.781 | tpr@5=0.00
round  21 | acc=0.6356 | bsr=nan | agg=2.89s | det_auroc=0.812 | tpr@5=0.00
round  22 | acc=0.6346 | bsr=nan | agg=2.90s | det_auroc=0.812 | tpr@5=0.00
round  23 | acc=0.6478 | bsr=nan | agg=2.89s | det_auroc=0.875 | tpr@5=0.00
round  24 | acc=0.6561 | bsr=nan | agg=2.89s | det_auroc=0.922 | tpr@5=0.25
round  25 | acc=0.6644 | bsr=nan | agg=2.89s | det_auroc=0.766 | tpr@5=0.00
round  26 | acc=0.6736 | bsr=nan | agg=2.90s | det_auroc=0.781 | tpr@5=0.00
round  27 | acc=0.6780 | bsr=nan | agg=2.90s | det_auroc=0.797 | tpr@5=0.00
round  28 | acc=0.6731 | bsr=nan | agg=2.90s | det_auroc=0.797 | tpr@5=0.00
round  29 | acc=0.6774 | bsr=nan | agg=2.91s | det_auroc=0.797 | tpr@5=0.00
round  30 | acc=0.6810 | bsr=nan | agg=2.90s | det_auroc=0.859 | tpr@5=0.00
