Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_layer_norm.weight', 'vocab_transform.bias', 'vocab_projector.bias', 'vocab_layer_norm.bias', 'vocab_transform.weight']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=fltrust attack=spurious_feature
round   1 | acc=0.5000 | bsr=nan | agg=0.13s | det_auroc=0.875 | tpr@5=0.00
round   2 | acc=0.7352 | bsr=nan | agg=0.14s | det_auroc=0.469 | tpr@5=0.00
round   3 | acc=0.7244 | bsr=nan | agg=0.07s | det_auroc=0.609 | tpr@5=0.00
round   4 | acc=0.5006 | bsr=nan | agg=0.07s | det_auroc=0.359 | tpr@5=0.00
round   5 | acc=0.7533 | bsr=nan | agg=0.13s | det_auroc=0.547 | tpr@5=0.00
round   6 | acc=0.5322 | bsr=nan | agg=0.05s | det_auroc=0.344 | tpr@5=0.00
round   7 | acc=0.7655 | bsr=nan | agg=0.08s | det_auroc=0.609 | tpr@5=0.00
round   8 | acc=0.6578 | bsr=nan | agg=0.05s | det_auroc=0.344 | tpr@5=0.00
round   9 | acc=0.7658 | bsr=nan | agg=0.11s | det_auroc=0.641 | tpr@5=0.00
round  10 | acc=0.6888 | bsr=nan | agg=0.11s | det_auroc=0.547 | tpr@5=0.00
round  11 | acc=0.7690 | bsr=nan | agg=0.10s | det_auroc=0.312 | tpr@5=0.00
round  12 | acc=0.7338 | bsr=nan | agg=0.07s | det_auroc=0.547 | tpr@5=0.00
round  13 | acc=0.7350 | bsr=nan | agg=0.15s | det_auroc=0.156 | tpr@5=0.00
round  14 | acc=0.6410 | bsr=nan | agg=0.11s | det_auroc=0.789 | tpr@5=0.00
round  15 | acc=0.7661 | bsr=nan | agg=0.09s | det_auroc=0.297 | tpr@5=0.00
round  16 | acc=0.7754 | bsr=nan | agg=0.05s | det_auroc=0.391 | tpr@5=0.00
round  17 | acc=0.7697 | bsr=nan | agg=0.11s | det_auroc=0.812 | tpr@5=0.00
round  18 | acc=0.7850 | bsr=nan | agg=0.08s | det_auroc=0.594 | tpr@5=0.00
round  19 | acc=0.7209 | bsr=nan | agg=0.04s | det_auroc=0.359 | tpr@5=0.00
round  20 | acc=0.7707 | bsr=nan | agg=0.07s | det_auroc=0.750 | tpr@5=0.00
round  21 | acc=0.7890 | bsr=nan | agg=0.04s | det_auroc=0.469 | tpr@5=0.00
round  22 | acc=0.7898 | bsr=nan | agg=0.06s | det_auroc=0.516 | tpr@5=0.00
round  23 | acc=0.7262 | bsr=nan | agg=0.06s | det_auroc=0.617 | tpr@5=0.00
round  24 | acc=0.7022 | bsr=nan | agg=0.08s | det_auroc=0.781 | tpr@5=0.00
round  25 | acc=0.7761 | bsr=nan | agg=0.04s | det_auroc=0.141 | tpr@5=0.00
round  26 | acc=0.6963 | bsr=nan | agg=0.10s | det_auroc=0.719 | tpr@5=0.00
round  27 | acc=0.7850 | bsr=nan | agg=0.09s | det_auroc=0.234 | tpr@5=0.00
round  28 | acc=0.7795 | bsr=nan | agg=0.06s | det_auroc=0.430 | tpr@5=0.00
round  29 | acc=0.7507 | bsr=nan | agg=0.06s | det_auroc=0.234 | tpr@5=0.00
round  30 | acc=0.7839 | bsr=nan | agg=0.10s | det_auroc=0.828 | tpr@5=0.00
