Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_transform.weight', 'vocab_transform.bias', 'vocab_layer_norm.bias', 'vocab_projector.bias', 'vocab_layer_norm.weight']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=median attack=spurious_feature
round   1 | acc=0.7085 | bsr=nan | agg=0.24s
round   2 | acc=0.7081 | bsr=nan | agg=0.23s
round   3 | acc=0.7522 | bsr=nan | agg=0.23s
round   4 | acc=0.6776 | bsr=nan | agg=0.25s
round   5 | acc=0.7726 | bsr=nan | agg=0.25s
round   6 | acc=0.7653 | bsr=nan | agg=0.25s
round   7 | acc=0.7508 | bsr=nan | agg=0.24s
round   8 | acc=0.7734 | bsr=nan | agg=0.25s
round   9 | acc=0.7709 | bsr=nan | agg=0.24s
round  10 | acc=0.7666 | bsr=nan | agg=0.24s
round  11 | acc=0.7560 | bsr=nan | agg=0.25s
round  12 | acc=0.7826 | bsr=nan | agg=0.25s
round  13 | acc=0.7806 | bsr=nan | agg=0.24s
round  14 | acc=0.7699 | bsr=nan | agg=0.25s
round  15 | acc=0.7748 | bsr=nan | agg=0.25s
round  16 | acc=0.7546 | bsr=nan | agg=0.25s
round  17 | acc=0.7872 | bsr=nan | agg=0.25s
round  18 | acc=0.7787 | bsr=nan | agg=0.24s
round  19 | acc=0.7751 | bsr=nan | agg=0.25s
round  20 | acc=0.7768 | bsr=nan | agg=0.24s
round  21 | acc=0.7938 | bsr=nan | agg=0.24s
round  22 | acc=0.7903 | bsr=nan | agg=0.24s
round  23 | acc=0.7881 | bsr=nan | agg=0.24s
round  24 | acc=0.7909 | bsr=nan | agg=0.24s
round  25 | acc=0.7916 | bsr=nan | agg=0.25s
round  26 | acc=0.7964 | bsr=nan | agg=0.25s
round  27 | acc=0.7881 | bsr=nan | agg=0.24s
round  28 | acc=0.7934 | bsr=nan | agg=0.24s
round  29 | acc=0.7856 | bsr=nan | agg=0.23s
round  30 | acc=0.7968 | bsr=nan | agg=0.25s
