Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_layer_norm.bias', 'vocab_projector.bias', 'vocab_transform.weight', 'vocab_transform.bias', 'vocab_layer_norm.weight']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=fltrust attack=gaussian
round   1 | acc=0.5000 | bsr=nan | agg=0.05s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.5478 | bsr=nan | agg=0.04s | det_auroc=0.672 | tpr@5=0.00
round   3 | acc=0.7430 | bsr=nan | agg=0.04s | det_auroc=0.711 | tpr@5=0.00
round   4 | acc=0.5439 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round   5 | acc=0.6749 | bsr=nan | agg=0.04s | det_auroc=0.945 | tpr@5=0.00
round   6 | acc=0.5948 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round   7 | acc=0.7642 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round   8 | acc=0.7709 | bsr=nan | agg=0.04s | det_auroc=0.656 | tpr@5=0.00
round   9 | acc=0.7512 | bsr=nan | agg=0.04s | det_auroc=0.617 | tpr@5=0.00
round  10 | acc=0.6863 | bsr=nan | agg=0.04s | det_auroc=0.883 | tpr@5=0.00
round  11 | acc=0.7820 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  12 | acc=0.7691 | bsr=nan | agg=0.04s | det_auroc=0.766 | tpr@5=0.00
round  13 | acc=0.7832 | bsr=nan | agg=0.04s | det_auroc=0.625 | tpr@5=0.00
round  14 | acc=0.6649 | bsr=nan | agg=0.04s | det_auroc=0.844 | tpr@5=0.00
round  15 | acc=0.7608 | bsr=nan | agg=0.04s | det_auroc=0.766 | tpr@5=0.00
round  16 | acc=0.7879 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round  17 | acc=0.7729 | bsr=nan | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  18 | acc=0.7904 | bsr=nan | agg=0.04s | det_auroc=0.617 | tpr@5=0.00
round  19 | acc=0.7367 | bsr=nan | agg=0.04s | det_auroc=0.672 | tpr@5=0.00
round  20 | acc=0.7691 | bsr=nan | agg=0.06s | det_auroc=0.922 | tpr@5=0.00
round  21 | acc=0.7896 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round  22 | acc=0.7936 | bsr=nan | agg=0.04s | det_auroc=0.531 | tpr@5=0.00
round  23 | acc=0.7428 | bsr=nan | agg=0.04s | det_auroc=0.727 | tpr@5=0.00
round  24 | acc=0.7072 | bsr=nan | agg=0.04s | det_auroc=0.766 | tpr@5=0.00
round  25 | acc=0.7942 | bsr=nan | agg=0.04s | det_auroc=0.617 | tpr@5=0.00
round  26 | acc=0.6771 | bsr=nan | agg=0.04s | det_auroc=0.859 | tpr@5=0.00
round  27 | acc=0.7422 | bsr=nan | agg=0.04s | det_auroc=0.766 | tpr@5=0.00
round  28 | acc=0.6951 | bsr=nan | agg=0.04s | det_auroc=0.859 | tpr@5=0.00
round  29 | acc=0.7952 | bsr=nan | agg=0.04s | det_auroc=0.625 | tpr@5=0.00
round  30 | acc=0.7914 | bsr=nan | agg=0.04s | det_auroc=0.625 | tpr@5=0.00
