Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_transform.bias', 'vocab_transform.weight', 'vocab_layer_norm.bias', 'vocab_projector.bias', 'vocab_layer_norm.weight']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=multi_krum attack=adaptive_ecf
round   1 | acc=0.7302 | bsr=0.427 | agg=1.18s | det_auroc=0.156 | tpr@5=0.00
round   2 | acc=0.5694 | bsr=0.879 | agg=1.18s | det_auroc=0.062 | tpr@5=0.00
round   3 | acc=0.6960 | bsr=0.048 | agg=1.20s | det_auroc=0.078 | tpr@5=0.00
round   4 | acc=0.7579 | bsr=0.118 | agg=1.18s | det_auroc=0.641 | tpr@5=0.25
round   5 | acc=0.7782 | bsr=0.160 | agg=1.18s | det_auroc=0.562 | tpr@5=0.00
round   6 | acc=0.6736 | bsr=0.030 | agg=1.18s | det_auroc=0.219 | tpr@5=0.00
round   7 | acc=0.7900 | bsr=0.204 | agg=1.18s | det_auroc=0.703 | tpr@5=0.25
round   8 | acc=0.7618 | bsr=0.103 | agg=1.18s | det_auroc=0.094 | tpr@5=0.00
round   9 | acc=0.7818 | bsr=0.143 | agg=1.18s | det_auroc=0.703 | tpr@5=0.00
round  10 | acc=0.7664 | bsr=0.108 | agg=1.18s | det_auroc=0.453 | tpr@5=0.00
round  11 | acc=0.7943 | bsr=0.204 | agg=1.18s | det_auroc=0.641 | tpr@5=0.00
round  12 | acc=0.7207 | bsr=0.054 | agg=1.18s | det_auroc=0.094 | tpr@5=0.00
round  13 | acc=0.7896 | bsr=0.154 | agg=1.18s | det_auroc=0.734 | tpr@5=0.00
round  14 | acc=0.7428 | bsr=0.073 | agg=1.18s | det_auroc=0.266 | tpr@5=0.00
round  15 | acc=0.7752 | bsr=0.116 | agg=1.18s | det_auroc=0.734 | tpr@5=0.00
round  16 | acc=0.7958 | bsr=0.174 | agg=1.18s | det_auroc=0.703 | tpr@5=0.25
round  17 | acc=0.7589 | bsr=0.088 | agg=1.18s | det_auroc=0.016 | tpr@5=0.00
round  18 | acc=0.7954 | bsr=0.287 | agg=1.18s | det_auroc=0.703 | tpr@5=0.25
round  19 | acc=0.7361 | bsr=0.064 | agg=1.18s | det_auroc=0.031 | tpr@5=0.00
round  20 | acc=0.7901 | bsr=0.147 | agg=1.18s | det_auroc=0.781 | tpr@5=0.00
round  21 | acc=0.7998 | bsr=0.243 | agg=1.18s | det_auroc=0.344 | tpr@5=0.00
round  22 | acc=0.7999 | bsr=0.187 | agg=1.18s | det_auroc=0.031 | tpr@5=0.00
round  23 | acc=0.7658 | bsr=0.095 | agg=1.18s | det_auroc=0.062 | tpr@5=0.00
round  24 | acc=0.7969 | bsr=0.296 | agg=1.18s | det_auroc=0.750 | tpr@5=0.25
round  25 | acc=0.8008 | bsr=0.184 | agg=1.18s | det_auroc=0.000 | tpr@5=0.00
round  26 | acc=0.7974 | bsr=0.170 | agg=1.18s | det_auroc=0.156 | tpr@5=0.00
round  27 | acc=0.7579 | bsr=0.085 | agg=1.18s | det_auroc=0.078 | tpr@5=0.00
round  28 | acc=0.8005 | bsr=0.269 | agg=1.18s | det_auroc=0.734 | tpr@5=0.00
round  29 | acc=0.7376 | bsr=0.062 | agg=1.18s | det_auroc=0.000 | tpr@5=0.00
round  30 | acc=0.7478 | bsr=0.497 | agg=1.18s | det_auroc=0.609 | tpr@5=0.00
