Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_layer_norm.bias', 'vocab_projector.bias', 'vocab_transform.bias', 'vocab_transform.weight', 'vocab_layer_norm.weight']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=fltrust attack=backdoor
round   1 | acc=0.5000 | bsr=0.000 | agg=0.05s | det_auroc=0.875 | tpr@5=0.00
round   2 | acc=0.7353 | bsr=0.279 | agg=0.04s | det_auroc=0.484 | tpr@5=0.00
round   3 | acc=0.5002 | bsr=1.000 | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round   4 | acc=0.5253 | bsr=0.001 | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round   5 | acc=0.7465 | bsr=0.144 | agg=0.04s | det_auroc=0.422 | tpr@5=0.00
round   6 | acc=0.7472 | bsr=0.377 | agg=0.04s | det_auroc=0.531 | tpr@5=0.00
round   7 | acc=0.5447 | bsr=0.923 | agg=0.04s | det_auroc=0.484 | tpr@5=0.00
round   8 | acc=0.6697 | bsr=0.648 | agg=0.04s | det_auroc=0.914 | tpr@5=0.00
round   9 | acc=0.7722 | bsr=0.271 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  10 | acc=0.7730 | bsr=0.176 | agg=0.04s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.7740 | bsr=0.161 | agg=0.04s | det_auroc=0.805 | tpr@5=0.00
round  12 | acc=0.7244 | bsr=0.513 | agg=0.04s | det_auroc=0.375 | tpr@5=0.00
round  13 | acc=0.7416 | bsr=0.464 | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  14 | acc=0.6107 | bsr=0.010 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  15 | acc=0.7859 | bsr=0.224 | agg=0.04s | det_auroc=0.359 | tpr@5=0.00
round  16 | acc=0.7382 | bsr=0.078 | agg=0.04s | det_auroc=0.828 | tpr@5=0.00
round  17 | acc=0.7889 | bsr=0.208 | agg=0.04s | det_auroc=0.406 | tpr@5=0.00
round  18 | acc=0.6959 | bsr=0.608 | agg=0.04s | det_auroc=0.188 | tpr@5=0.00
round  19 | acc=0.6839 | bsr=0.034 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  20 | acc=0.7274 | bsr=0.519 | agg=0.04s | det_auroc=0.188 | tpr@5=0.00
round  21 | acc=0.7666 | bsr=0.112 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  22 | acc=0.7906 | bsr=0.230 | agg=0.04s | det_auroc=0.328 | tpr@5=0.00
round  23 | acc=0.7070 | bsr=0.582 | agg=0.04s | det_auroc=0.422 | tpr@5=0.00
round  24 | acc=0.7664 | bsr=0.109 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  25 | acc=0.7450 | bsr=0.476 | agg=0.04s | det_auroc=0.062 | tpr@5=0.00
round  26 | acc=0.7363 | bsr=0.071 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  27 | acc=0.7473 | bsr=0.470 | agg=0.04s | det_auroc=0.125 | tpr@5=0.00
round  28 | acc=0.7351 | bsr=0.069 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  29 | acc=0.7858 | bsr=0.314 | agg=0.04s | det_auroc=0.141 | tpr@5=0.00
round  30 | acc=0.7123 | bsr=0.574 | agg=0.04s | det_auroc=0.344 | tpr@5=0.00
