Some weights of the model checkpoint at distilbert-base-uncased were not used when initializing DistilBertModel: ['vocab_projector.bias', 'vocab_layer_norm.weight', 'vocab_transform.bias', 'vocab_layer_norm.bias', 'vocab_transform.weight']
- This IS expected if you are initializing DistilBertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing DistilBertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
device=cuda dataset=imdb(real) clients=20 malicious=4 defense=fltrust attack=lie
round   1 | acc=0.5000 | bsr=nan | agg=0.08s | det_auroc=0.750 | tpr@5=0.00
round   2 | acc=0.5022 | bsr=nan | agg=0.06s | det_auroc=0.562 | tpr@5=0.00
round   3 | acc=0.7513 | bsr=nan | agg=0.06s | det_auroc=0.562 | tpr@5=0.00
round   4 | acc=0.5899 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round   5 | acc=0.6918 | bsr=nan | agg=0.04s | det_auroc=0.438 | tpr@5=0.00
round   6 | acc=0.6056 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round   7 | acc=0.7676 | bsr=nan | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round   8 | acc=0.7652 | bsr=nan | agg=0.04s | det_auroc=0.438 | tpr@5=0.00
round   9 | acc=0.7587 | bsr=nan | agg=0.05s | det_auroc=0.438 | tpr@5=0.00
round  10 | acc=0.7033 | bsr=nan | agg=0.06s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.7756 | bsr=nan | agg=0.04s | det_auroc=0.438 | tpr@5=0.00
round  12 | acc=0.7727 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  13 | acc=0.7845 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  14 | acc=0.6759 | bsr=nan | agg=0.04s | det_auroc=0.750 | tpr@5=0.00
round  15 | acc=0.7443 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  16 | acc=0.7870 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  17 | acc=0.7832 | bsr=nan | agg=0.04s | det_auroc=0.750 | tpr@5=0.00
round  18 | acc=0.7719 | bsr=nan | agg=0.04s | det_auroc=0.625 | tpr@5=0.00
round  19 | acc=0.6918 | bsr=nan | agg=0.04s | det_auroc=0.781 | tpr@5=0.00
round  20 | acc=0.7865 | bsr=nan | agg=0.04s | det_auroc=0.812 | tpr@5=0.00
round  21 | acc=0.7800 | bsr=nan | agg=0.04s | det_auroc=0.438 | tpr@5=0.00
round  22 | acc=0.7916 | bsr=nan | agg=0.04s | det_auroc=0.375 | tpr@5=0.00
round  23 | acc=0.7632 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  24 | acc=0.7279 | bsr=nan | agg=0.04s | det_auroc=0.625 | tpr@5=0.00
round  25 | acc=0.7935 | bsr=nan | agg=0.04s | det_auroc=0.562 | tpr@5=0.00
round  26 | acc=0.6821 | bsr=nan | agg=0.04s | det_auroc=0.688 | tpr@5=0.00
round  27 | acc=0.7802 | bsr=nan | agg=0.04s | det_auroc=0.781 | tpr@5=0.00
round  28 | acc=0.7428 | bsr=nan | agg=0.04s | det_auroc=0.375 | tpr@5=0.00
round  29 | acc=0.7941 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
round  30 | acc=0.7878 | bsr=nan | agg=0.04s | det_auroc=0.500 | tpr@5=0.00
