device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.0633 | bsr=0.000 | agg=0.13s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1112 | bsr=0.000 | agg=0.12s | det_auroc=0.859 | tpr@5=0.00
round   3 | acc=0.3342 | bsr=0.050 | agg=0.12s | det_auroc=0.891 | tpr@5=0.25
round   4 | acc=0.4847 | bsr=0.148 | agg=0.13s | det_auroc=0.922 | tpr@5=0.50
round   5 | acc=0.6023 | bsr=0.138 | agg=0.12s | det_auroc=0.922 | tpr@5=0.50
round   6 | acc=0.6797 | bsr=0.096 | agg=0.11s | det_auroc=0.938 | tpr@5=0.50
round   7 | acc=0.6874 | bsr=0.078 | agg=0.12s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6886 | bsr=0.061 | agg=0.12s | det_auroc=0.906 | tpr@5=0.25
round   9 | acc=0.6829 | bsr=0.065 | agg=0.13s | det_auroc=0.844 | tpr@5=0.25
round  10 | acc=0.6777 | bsr=0.061 | agg=0.12s | det_auroc=0.781 | tpr@5=0.00
round  11 | acc=0.6932 | bsr=0.070 | agg=0.12s | det_auroc=0.766 | tpr@5=0.00
round  12 | acc=0.6995 | bsr=0.065 | agg=0.13s | det_auroc=0.656 | tpr@5=0.00
round  13 | acc=0.7116 | bsr=0.070 | agg=0.13s | det_auroc=0.719 | tpr@5=0.00
round  14 | acc=0.7171 | bsr=0.065 | agg=0.12s | det_auroc=0.609 | tpr@5=0.00
round  15 | acc=0.7260 | bsr=0.069 | agg=0.12s | det_auroc=0.562 | tpr@5=0.00
round  16 | acc=0.7279 | bsr=0.072 | agg=0.12s | det_auroc=0.547 | tpr@5=0.00
round  17 | acc=0.7354 | bsr=0.074 | agg=0.12s | det_auroc=0.422 | tpr@5=0.00
round  18 | acc=0.7410 | bsr=0.074 | agg=0.11s | det_auroc=0.406 | tpr@5=0.00
round  19 | acc=0.7467 | bsr=0.077 | agg=0.13s | det_auroc=0.453 | tpr@5=0.00
round  20 | acc=0.7463 | bsr=0.080 | agg=0.12s | det_auroc=0.406 | tpr@5=0.00
round  21 | acc=0.7532 | bsr=0.082 | agg=0.12s | det_auroc=0.344 | tpr@5=0.00
round  22 | acc=0.7540 | bsr=0.089 | agg=0.12s | det_auroc=0.438 | tpr@5=0.00
round  23 | acc=0.7565 | bsr=0.091 | agg=0.11s | det_auroc=0.359 | tpr@5=0.00
round  24 | acc=0.7598 | bsr=0.091 | agg=0.11s | det_auroc=0.281 | tpr@5=0.00
round  25 | acc=0.7600 | bsr=0.096 | agg=0.12s | det_auroc=0.281 | tpr@5=0.00
round  26 | acc=0.7596 | bsr=0.102 | agg=0.12s | det_auroc=0.328 | tpr@5=0.00
round  27 | acc=0.7626 | bsr=0.106 | agg=0.11s | det_auroc=0.281 | tpr@5=0.00
round  28 | acc=0.7653 | bsr=0.110 | agg=0.12s | det_auroc=0.375 | tpr@5=0.00
round  29 | acc=0.7672 | bsr=0.105 | agg=0.12s | det_auroc=0.281 | tpr@5=0.00
round  30 | acc=0.7702 | bsr=0.110 | agg=0.12s | det_auroc=0.328 | tpr@5=0.00
round  31 | acc=0.7722 | bsr=0.115 | agg=0.11s | det_auroc=0.297 | tpr@5=0.00
round  32 | acc=0.7736 | bsr=0.123 | agg=0.13s | det_auroc=0.266 | tpr@5=0.00
round  33 | acc=0.7770 | bsr=0.129 | agg=0.11s | det_auroc=0.156 | tpr@5=0.00
round  34 | acc=0.7779 | bsr=0.131 | agg=0.12s | det_auroc=0.234 | tpr@5=0.00
round  35 | acc=0.7800 | bsr=0.134 | agg=0.13s | det_auroc=0.250 | tpr@5=0.00
round  36 | acc=0.7811 | bsr=0.135 | agg=0.12s | det_auroc=0.312 | tpr@5=0.00
round  37 | acc=0.7839 | bsr=0.138 | agg=0.13s | det_auroc=0.234 | tpr@5=0.00
round  38 | acc=0.7853 | bsr=0.147 | agg=0.12s | det_auroc=0.391 | tpr@5=0.00
round  39 | acc=0.7853 | bsr=0.156 | agg=0.12s | det_auroc=0.328 | tpr@5=0.00
round  40 | acc=0.7872 | bsr=0.171 | agg=0.11s | det_auroc=0.078 | tpr@5=0.00
round  41 | acc=0.7895 | bsr=0.173 | agg=0.12s | det_auroc=0.250 | tpr@5=0.00
