device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=fltrust attack=backdoor
round   1 | acc=0.0667 | bsr=0.000 | agg=0.05s | det_auroc=0.953 | tpr@5=0.25
round   2 | acc=0.1157 | bsr=0.000 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   3 | acc=0.3565 | bsr=0.032 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   4 | acc=0.4474 | bsr=0.100 | agg=0.04s | det_auroc=0.969 | tpr@5=0.50
round   5 | acc=0.5516 | bsr=0.114 | agg=0.04s | det_auroc=0.969 | tpr@5=0.50
round   6 | acc=0.6554 | bsr=0.082 | agg=0.04s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6750 | bsr=0.076 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6726 | bsr=0.060 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6746 | bsr=0.054 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6855 | bsr=0.049 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6941 | bsr=0.042 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7031 | bsr=0.034 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7143 | bsr=0.034 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7260 | bsr=0.033 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7274 | bsr=0.034 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7315 | bsr=0.035 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7352 | bsr=0.033 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7398 | bsr=0.033 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7440 | bsr=0.033 | agg=0.04s | det_auroc=0.953 | tpr@5=0.75
round  20 | acc=0.7447 | bsr=0.032 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7475 | bsr=0.030 | agg=0.04s | det_auroc=0.961 | tpr@5=0.00
round  22 | acc=0.7497 | bsr=0.031 | agg=0.04s | det_auroc=0.953 | tpr@5=0.00
round  23 | acc=0.7499 | bsr=0.033 | agg=0.04s | det_auroc=0.930 | tpr@5=0.00
round  24 | acc=0.7546 | bsr=0.031 | agg=0.04s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7565 | bsr=0.032 | agg=0.04s | det_auroc=0.930 | tpr@5=0.00
round  26 | acc=0.7592 | bsr=0.032 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  27 | acc=0.7524 | bsr=0.033 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  28 | acc=0.7600 | bsr=0.033 | agg=0.04s | det_auroc=0.867 | tpr@5=0.00
round  29 | acc=0.7593 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  30 | acc=0.7595 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  31 | acc=0.7673 | bsr=0.031 | agg=0.04s | det_auroc=0.875 | tpr@5=0.00
round  32 | acc=0.7697 | bsr=0.033 | agg=0.04s | det_auroc=0.984 | tpr@5=0.75
round  33 | acc=0.7691 | bsr=0.031 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  34 | acc=0.7698 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  35 | acc=0.7734 | bsr=0.029 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  36 | acc=0.7732 | bsr=0.034 | agg=0.04s | det_auroc=0.844 | tpr@5=0.00
round  37 | acc=0.7789 | bsr=0.032 | agg=0.04s | det_auroc=0.883 | tpr@5=0.00
round  38 | acc=0.7749 | bsr=0.032 | agg=0.04s | det_auroc=0.984 | tpr@5=0.75
round  39 | acc=0.7770 | bsr=0.033 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  40 | acc=0.7764 | bsr=0.032 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  41 | acc=0.7792 | bsr=0.029 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  42 | acc=0.7854 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  43 | acc=0.7852 | bsr=0.029 | agg=0.04s | det_auroc=0.984 | tpr@5=0.75
round  44 | acc=0.7810 | bsr=0.030 | agg=0.04s | det_auroc=0.867 | tpr@5=0.00
round  45 | acc=0.7860 | bsr=0.029 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  46 | acc=0.7788 | bsr=0.033 | agg=0.04s | det_auroc=0.922 | tpr@5=0.00
round  47 | acc=0.7867 | bsr=0.030 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  48 | acc=0.7892 | bsr=0.035 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  49 | acc=0.7905 | bsr=0.034 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  50 | acc=0.7896 | bsr=0.034 | agg=0.04s | det_auroc=0.938 | tpr@5=0.00
round  51 | acc=0.7900 | bsr=0.035 | agg=0.04s | det_auroc=0.750 | tpr@5=0.00
round  52 | acc=0.7929 | bsr=0.034 | agg=0.04s | det_auroc=0.906 | tpr@5=0.00
round  53 | acc=0.7951 | bsr=0.031 | agg=0.04s | det_auroc=0.969 | tpr@5=0.00
round  54 | acc=0.7961 | bsr=0.033 | agg=0.04s | det_auroc=0.797 | tpr@5=0.00
round  55 | acc=0.7954 | bsr=0.037 | agg=0.04s | det_auroc=0.812 | tpr@5=0.00
