device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.0633 | bsr=0.000 | agg=0.11s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1113 | bsr=0.000 | agg=0.12s | det_auroc=0.859 | tpr@5=0.00
round   3 | acc=0.3351 | bsr=0.050 | agg=0.12s | det_auroc=0.891 | tpr@5=0.25
round   4 | acc=0.4841 | bsr=0.149 | agg=0.11s | det_auroc=0.922 | tpr@5=0.50
round   5 | acc=0.6003 | bsr=0.139 | agg=0.12s | det_auroc=0.922 | tpr@5=0.50
round   6 | acc=0.6742 | bsr=0.098 | agg=0.13s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6889 | bsr=0.082 | agg=0.12s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6867 | bsr=0.072 | agg=0.12s | det_auroc=0.859 | tpr@5=0.25
round   9 | acc=0.6884 | bsr=0.071 | agg=0.13s | det_auroc=0.859 | tpr@5=0.00
round  10 | acc=0.6856 | bsr=0.066 | agg=0.12s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.6895 | bsr=0.050 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6968 | bsr=0.045 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7091 | bsr=0.042 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7191 | bsr=0.039 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7223 | bsr=0.038 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7271 | bsr=0.044 | agg=0.12s | det_auroc=0.844 | tpr@5=0.00
round  17 | acc=0.7340 | bsr=0.047 | agg=0.11s | det_auroc=0.844 | tpr@5=0.00
round  18 | acc=0.7325 | bsr=0.049 | agg=0.11s | det_auroc=0.812 | tpr@5=0.25
round  19 | acc=0.7356 | bsr=0.051 | agg=0.12s | det_auroc=0.891 | tpr@5=0.00
round  20 | acc=0.7398 | bsr=0.056 | agg=0.11s | det_auroc=0.828 | tpr@5=0.00
round  21 | acc=0.7431 | bsr=0.053 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7435 | bsr=0.048 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7475 | bsr=0.043 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7507 | bsr=0.042 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7531 | bsr=0.041 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  26 | acc=0.7523 | bsr=0.040 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.7553 | bsr=0.038 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  28 | acc=0.7572 | bsr=0.037 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7579 | bsr=0.037 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  30 | acc=0.7606 | bsr=0.033 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  31 | acc=0.7638 | bsr=0.037 | agg=0.12s | det_auroc=0.969 | tpr@5=0.50
round  32 | acc=0.7670 | bsr=0.037 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.7689 | bsr=0.039 | agg=0.11s | det_auroc=0.984 | tpr@5=0.75
round  34 | acc=0.7752 | bsr=0.043 | agg=0.11s | det_auroc=0.938 | tpr@5=0.00
round  35 | acc=0.7770 | bsr=0.040 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  36 | acc=0.7804 | bsr=0.043 | agg=0.12s | det_auroc=0.984 | tpr@5=0.75
round  37 | acc=0.7806 | bsr=0.041 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  38 | acc=0.7812 | bsr=0.039 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  39 | acc=0.7819 | bsr=0.039 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  40 | acc=0.7861 | bsr=0.039 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  41 | acc=0.7891 | bsr=0.040 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  42 | acc=0.7894 | bsr=0.041 | agg=0.12s | det_auroc=0.969 | tpr@5=0.50
round  43 | acc=0.7911 | bsr=0.044 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  44 | acc=0.7936 | bsr=0.047 | agg=0.11s | det_auroc=0.984 | tpr@5=0.75
round  45 | acc=0.7955 | bsr=0.050 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  46 | acc=0.7982 | bsr=0.048 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  47 | acc=0.7967 | bsr=0.047 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  48 | acc=0.7980 | bsr=0.045 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  49 | acc=0.7973 | bsr=0.044 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  50 | acc=0.7980 | bsr=0.044 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  51 | acc=0.7981 | bsr=0.046 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  52 | acc=0.7984 | bsr=0.043 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  53 | acc=0.7992 | bsr=0.043 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  54 | acc=0.8028 | bsr=0.043 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.8026 | bsr=0.043 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  56 | acc=0.8004 | bsr=0.041 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  57 | acc=0.8032 | bsr=0.040 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
round  58 | acc=0.8051 | bsr=0.040 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.8047 | bsr=0.042 | agg=0.11s | det_auroc=1.000 | tpr@5=1.00
round  60 | acc=0.8078 | bsr=0.041 | agg=0.12s | det_auroc=1.000 | tpr@5=1.00
