device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0543 | bsr=0.000 | agg=0.16s | det_auroc=0.844 | tpr@5=0.00
round   2 | acc=0.1318 | bsr=0.010 | agg=0.15s | det_auroc=0.875 | tpr@5=0.00
round   3 | acc=0.3509 | bsr=0.411 | agg=0.15s | det_auroc=0.922 | tpr@5=0.25
round   4 | acc=0.4102 | bsr=0.450 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   5 | acc=0.5222 | bsr=0.364 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6285 | bsr=0.253 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6816 | bsr=0.165 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6995 | bsr=0.105 | agg=0.17s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6950 | bsr=0.087 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6991 | bsr=0.079 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6963 | bsr=0.073 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7018 | bsr=0.075 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7140 | bsr=0.079 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7224 | bsr=0.080 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7269 | bsr=0.078 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7316 | bsr=0.075 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  17 | acc=0.7339 | bsr=0.078 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  18 | acc=0.7403 | bsr=0.083 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7442 | bsr=0.083 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  20 | acc=0.7447 | bsr=0.089 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  21 | acc=0.7465 | bsr=0.093 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  22 | acc=0.7490 | bsr=0.093 | agg=0.17s | det_auroc=1.000 | tpr@5=1.00
round  23 | acc=0.7512 | bsr=0.095 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  24 | acc=0.7567 | bsr=0.099 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  25 | acc=0.7594 | bsr=0.104 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  26 | acc=0.7609 | bsr=0.102 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  27 | acc=0.7633 | bsr=0.108 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  28 | acc=0.7634 | bsr=0.112 | agg=0.18s | det_auroc=1.000 | tpr@5=1.00
round  29 | acc=0.7655 | bsr=0.114 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  30 | acc=0.7660 | bsr=0.122 | agg=0.16s | det_auroc=0.969 | tpr@5=0.50
round  31 | acc=0.7663 | bsr=0.122 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  32 | acc=0.7713 | bsr=0.126 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  33 | acc=0.7731 | bsr=0.132 | agg=0.14s | det_auroc=0.984 | tpr@5=0.75
round  34 | acc=0.7746 | bsr=0.136 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  35 | acc=0.7763 | bsr=0.142 | agg=0.17s | det_auroc=0.969 | tpr@5=0.50
round  36 | acc=0.7793 | bsr=0.149 | agg=0.17s | det_auroc=0.969 | tpr@5=0.50
round  37 | acc=0.7793 | bsr=0.156 | agg=0.15s | det_auroc=0.969 | tpr@5=0.50
