device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0577 | bsr=0.000 | agg=0.16s | det_auroc=0.844 | tpr@5=0.00
round   2 | acc=0.1097 | bsr=0.001 | agg=0.15s | det_auroc=0.875 | tpr@5=0.00
round   3 | acc=0.3430 | bsr=0.047 | agg=0.14s | det_auroc=0.906 | tpr@5=0.25
round   4 | acc=0.5165 | bsr=0.099 | agg=0.15s | det_auroc=0.969 | tpr@5=0.50
round   5 | acc=0.6311 | bsr=0.055 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6480 | bsr=0.035 | agg=0.19s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6635 | bsr=0.029 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6581 | bsr=0.024 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6628 | bsr=0.025 | agg=0.13s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.6751 | bsr=0.027 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  11 | acc=0.6738 | bsr=0.025 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.6815 | bsr=0.024 | agg=0.14s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7001 | bsr=0.024 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7104 | bsr=0.024 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  15 | acc=0.7160 | bsr=0.023 | agg=0.17s | det_auroc=0.984 | tpr@5=0.75
round  16 | acc=0.7203 | bsr=0.023 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  17 | acc=0.7225 | bsr=0.024 | agg=0.17s | det_auroc=0.984 | tpr@5=0.75
round  18 | acc=0.7336 | bsr=0.026 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  19 | acc=0.7357 | bsr=0.026 | agg=0.17s | det_auroc=0.984 | tpr@5=0.75
round  20 | acc=0.7389 | bsr=0.027 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  21 | acc=0.7429 | bsr=0.028 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  22 | acc=0.7447 | bsr=0.029 | agg=0.18s | det_auroc=0.969 | tpr@5=0.75
round  23 | acc=0.7444 | bsr=0.028 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  24 | acc=0.7480 | bsr=0.029 | agg=0.13s | det_auroc=0.984 | tpr@5=0.75
round  25 | acc=0.7555 | bsr=0.029 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  26 | acc=0.7569 | bsr=0.029 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  27 | acc=0.7586 | bsr=0.031 | agg=0.16s | det_auroc=0.953 | tpr@5=0.50
round  28 | acc=0.7607 | bsr=0.031 | agg=0.13s | det_auroc=0.984 | tpr@5=0.75
round  29 | acc=0.7603 | bsr=0.030 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  30 | acc=0.7611 | bsr=0.031 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  31 | acc=0.7601 | bsr=0.029 | agg=0.18s | det_auroc=0.984 | tpr@5=0.75
round  32 | acc=0.7631 | bsr=0.029 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  33 | acc=0.7678 | bsr=0.030 | agg=0.18s | det_auroc=0.984 | tpr@5=0.75
round  34 | acc=0.7705 | bsr=0.029 | agg=0.19s | det_auroc=0.984 | tpr@5=0.75
round  35 | acc=0.7742 | bsr=0.030 | agg=0.17s | det_auroc=0.969 | tpr@5=0.50
round  36 | acc=0.7760 | bsr=0.030 | agg=0.16s | det_auroc=0.953 | tpr@5=0.75
round  37 | acc=0.7786 | bsr=0.030 | agg=0.15s | det_auroc=0.953 | tpr@5=0.75
round  38 | acc=0.7813 | bsr=0.030 | agg=0.17s | det_auroc=0.984 | tpr@5=0.75
round  39 | acc=0.7828 | bsr=0.029 | agg=0.17s | det_auroc=0.984 | tpr@5=0.75
round  40 | acc=0.7857 | bsr=0.029 | agg=0.13s | det_auroc=0.969 | tpr@5=0.50
round  41 | acc=0.7850 | bsr=0.029 | agg=0.16s | det_auroc=0.938 | tpr@5=0.00
round  42 | acc=0.7873 | bsr=0.031 | agg=0.18s | det_auroc=0.953 | tpr@5=0.25
round  43 | acc=0.7884 | bsr=0.033 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  44 | acc=0.7904 | bsr=0.034 | agg=0.17s | det_auroc=0.984 | tpr@5=0.75
round  45 | acc=0.7908 | bsr=0.033 | agg=0.16s | det_auroc=0.953 | tpr@5=0.25
round  46 | acc=0.7913 | bsr=0.032 | agg=0.14s | det_auroc=0.969 | tpr@5=0.50
round  47 | acc=0.7925 | bsr=0.033 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  48 | acc=0.7944 | bsr=0.034 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  49 | acc=0.7958 | bsr=0.034 | agg=0.16s | det_auroc=0.969 | tpr@5=0.50
round  50 | acc=0.7992 | bsr=0.034 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  51 | acc=0.8011 | bsr=0.035 | agg=0.16s | det_auroc=0.984 | tpr@5=0.75
round  52 | acc=0.8019 | bsr=0.036 | agg=0.18s | det_auroc=0.984 | tpr@5=0.75
round  53 | acc=0.8024 | bsr=0.036 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  54 | acc=0.8014 | bsr=0.034 | agg=0.15s | det_auroc=1.000 | tpr@5=1.00
round  55 | acc=0.8040 | bsr=0.036 | agg=0.12s | det_auroc=0.984 | tpr@5=0.75
round  56 | acc=0.8039 | bsr=0.036 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  57 | acc=0.8064 | bsr=0.036 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  58 | acc=0.8054 | bsr=0.035 | agg=0.16s | det_auroc=1.000 | tpr@5=1.00
round  59 | acc=0.8080 | bsr=0.037 | agg=0.15s | det_auroc=0.969 | tpr@5=0.75
round  60 | acc=0.8111 | bsr=0.039 | agg=0.14s | det_auroc=0.969 | tpr@5=0.50
