device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=adaptive_ecf
round   1 | acc=0.0631 | bsr=0.000 | agg=0.14s | det_auroc=0.828 | tpr@5=0.00
round   2 | acc=0.1113 | bsr=0.000 | agg=0.12s | det_auroc=0.859 | tpr@5=0.00
round   3 | acc=0.3341 | bsr=0.051 | agg=0.12s | det_auroc=0.891 | tpr@5=0.25
round   4 | acc=0.4826 | bsr=0.149 | agg=0.11s | det_auroc=0.922 | tpr@5=0.50
round   5 | acc=0.6008 | bsr=0.138 | agg=0.12s | det_auroc=0.922 | tpr@5=0.50
round   6 | acc=0.6794 | bsr=0.093 | agg=0.12s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6870 | bsr=0.078 | agg=0.12s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6864 | bsr=0.062 | agg=0.11s | det_auroc=0.906 | tpr@5=0.25
round   9 | acc=0.6845 | bsr=0.065 | agg=0.13s | det_auroc=0.828 | tpr@5=0.25
round  10 | acc=0.6813 | bsr=0.063 | agg=0.13s | det_auroc=0.750 | tpr@5=0.00
round  11 | acc=0.6958 | bsr=0.070 | agg=0.11s | det_auroc=0.781 | tpr@5=0.00
round  12 | acc=0.7024 | bsr=0.072 | agg=0.12s | det_auroc=0.719 | tpr@5=0.00
round  13 | acc=0.7108 | bsr=0.069 | agg=0.12s | det_auroc=0.719 | tpr@5=0.00
round  14 | acc=0.7203 | bsr=0.067 | agg=0.12s | det_auroc=0.656 | tpr@5=0.00
round  15 | acc=0.7258 | bsr=0.072 | agg=0.12s | det_auroc=0.594 | tpr@5=0.00
round  16 | acc=0.7291 | bsr=0.073 | agg=0.11s | det_auroc=0.531 | tpr@5=0.00
round  17 | acc=0.7355 | bsr=0.075 | agg=0.12s | det_auroc=0.438 | tpr@5=0.00
round  18 | acc=0.7415 | bsr=0.077 | agg=0.12s | det_auroc=0.469 | tpr@5=0.00
round  19 | acc=0.7465 | bsr=0.079 | agg=0.12s | det_auroc=0.484 | tpr@5=0.00
round  20 | acc=0.7475 | bsr=0.080 | agg=0.12s | det_auroc=0.516 | tpr@5=0.00
round  21 | acc=0.7530 | bsr=0.084 | agg=0.12s | det_auroc=0.359 | tpr@5=0.00
round  22 | acc=0.7546 | bsr=0.091 | agg=0.12s | det_auroc=0.375 | tpr@5=0.00
round  23 | acc=0.7577 | bsr=0.095 | agg=0.11s | det_auroc=0.438 | tpr@5=0.00
round  24 | acc=0.7587 | bsr=0.094 | agg=0.12s | det_auroc=0.281 | tpr@5=0.00
round  25 | acc=0.7604 | bsr=0.099 | agg=0.13s | det_auroc=0.312 | tpr@5=0.00
round  26 | acc=0.7592 | bsr=0.105 | agg=0.12s | det_auroc=0.219 | tpr@5=0.00
round  27 | acc=0.7627 | bsr=0.109 | agg=0.12s | det_auroc=0.250 | tpr@5=0.00
round  28 | acc=0.7651 | bsr=0.112 | agg=0.12s | det_auroc=0.312 | tpr@5=0.00
round  29 | acc=0.7674 | bsr=0.107 | agg=0.13s | det_auroc=0.281 | tpr@5=0.00
round  30 | acc=0.7700 | bsr=0.113 | agg=0.12s | det_auroc=0.219 | tpr@5=0.00
round  31 | acc=0.7733 | bsr=0.116 | agg=0.12s | det_auroc=0.266 | tpr@5=0.00
round  32 | acc=0.7756 | bsr=0.126 | agg=0.12s | det_auroc=0.266 | tpr@5=0.00
round  33 | acc=0.7779 | bsr=0.131 | agg=0.12s | det_auroc=0.141 | tpr@5=0.00
round  34 | acc=0.7785 | bsr=0.134 | agg=0.11s | det_auroc=0.219 | tpr@5=0.00
round  35 | acc=0.7802 | bsr=0.135 | agg=0.13s | det_auroc=0.156 | tpr@5=0.00
round  36 | acc=0.7821 | bsr=0.138 | agg=0.13s | det_auroc=0.250 | tpr@5=0.00
round  37 | acc=0.7835 | bsr=0.141 | agg=0.11s | det_auroc=0.234 | tpr@5=0.00
round  38 | acc=0.7853 | bsr=0.150 | agg=0.12s | det_auroc=0.344 | tpr@5=0.00
round  39 | acc=0.7852 | bsr=0.159 | agg=0.12s | det_auroc=0.312 | tpr@5=0.00
round  40 | acc=0.7876 | bsr=0.170 | agg=0.12s | det_auroc=0.094 | tpr@5=0.00
round  41 | acc=0.7898 | bsr=0.172 | agg=0.12s | det_auroc=0.234 | tpr@5=0.00
round  42 | acc=0.7921 | bsr=0.181 | agg=0.12s | det_auroc=0.172 | tpr@5=0.00
round  43 | acc=0.7947 | bsr=0.197 | agg=0.12s | det_auroc=0.125 | tpr@5=0.00
round  44 | acc=0.7960 | bsr=0.208 | agg=0.12s | det_auroc=0.234 | tpr@5=0.00
round  45 | acc=0.7983 | bsr=0.216 | agg=0.13s | det_auroc=0.359 | tpr@5=0.00
round  46 | acc=0.7985 | bsr=0.223 | agg=0.12s | det_auroc=0.203 | tpr@5=0.00
round  47 | acc=0.7993 | bsr=0.231 | agg=0.11s | det_auroc=0.203 | tpr@5=0.00
