device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0543 | bsr=0.000 | agg=0.20s | det_auroc=0.844 | tpr@5=0.00
round   2 | acc=0.1318 | bsr=0.010 | agg=0.20s | det_auroc=0.875 | tpr@5=0.00
round   3 | acc=0.3517 | bsr=0.416 | agg=0.20s | det_auroc=0.906 | tpr@5=0.25
round   4 | acc=0.4037 | bsr=0.467 | agg=0.20s | det_auroc=0.969 | tpr@5=0.50
round   5 | acc=0.5111 | bsr=0.389 | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round   6 | acc=0.6204 | bsr=0.287 | agg=0.23s | det_auroc=1.000 | tpr@5=1.00
round   7 | acc=0.6753 | bsr=0.202 | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round   8 | acc=0.6977 | bsr=0.129 | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round   9 | acc=0.6948 | bsr=0.103 | agg=0.22s | det_auroc=1.000 | tpr@5=1.00
round  10 | acc=0.7000 | bsr=0.094 | agg=0.20s | det_auroc=0.984 | tpr@5=0.75
round  11 | acc=0.6962 | bsr=0.085 | agg=0.20s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7027 | bsr=0.085 | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  13 | acc=0.7138 | bsr=0.089 | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7220 | bsr=0.089 | agg=0.21s | det_auroc=1.000 | tpr@5=1.00
round  15 | acc=0.7252 | bsr=0.087 | agg=0.21s | det_auroc=0.969 | tpr@5=0.50
round  16 | acc=0.7309 | bsr=0.085 | agg=0.20s | det_auroc=0.969 | tpr@5=0.50
round  17 | acc=0.7334 | bsr=0.088 | agg=0.21s | det_auroc=0.969 | tpr@5=0.50
round  18 | acc=0.7389 | bsr=0.092 | agg=0.20s | det_auroc=0.969 | tpr@5=0.50
round  19 | acc=0.7440 | bsr=0.092 | agg=0.22s | det_auroc=0.953 | tpr@5=0.50
round  20 | acc=0.7453 | bsr=0.099 | agg=0.19s | det_auroc=0.969 | tpr@5=0.50
round  21 | acc=0.7479 | bsr=0.103 | agg=0.21s | det_auroc=0.922 | tpr@5=0.25
round  22 | acc=0.7501 | bsr=0.104 | agg=0.21s | det_auroc=0.938 | tpr@5=0.50
round  23 | acc=0.7523 | bsr=0.106 | agg=0.22s | det_auroc=0.953 | tpr@5=0.25
round  24 | acc=0.7574 | bsr=0.108 | agg=0.21s | det_auroc=0.922 | tpr@5=0.50
round  25 | acc=0.7599 | bsr=0.114 | agg=0.21s | det_auroc=0.953 | tpr@5=0.25
round  26 | acc=0.7613 | bsr=0.113 | agg=0.20s | det_auroc=0.969 | tpr@5=0.50
round  27 | acc=0.7631 | bsr=0.120 | agg=0.22s | det_auroc=0.828 | tpr@5=0.00
round  28 | acc=0.7634 | bsr=0.124 | agg=0.22s | det_auroc=0.922 | tpr@5=0.25
round  29 | acc=0.7653 | bsr=0.125 | agg=0.22s | det_auroc=0.906 | tpr@5=0.00
round  30 | acc=0.7668 | bsr=0.135 | agg=0.20s | det_auroc=0.906 | tpr@5=0.00
round  31 | acc=0.7675 | bsr=0.136 | agg=0.20s | det_auroc=0.922 | tpr@5=0.00
round  32 | acc=0.7711 | bsr=0.139 | agg=0.21s | det_auroc=0.859 | tpr@5=0.00
