device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0594 | bsr=0.000 | agg=0.17s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1318 | bsr=0.011 | agg=0.16s | det_auroc=0.859 | tpr@5=0.00
round   3 | acc=0.3479 | bsr=0.453 | agg=0.15s | det_auroc=0.906 | tpr@5=0.25
round   4 | acc=0.4087 | bsr=0.457 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.5131 | bsr=0.369 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round   6 | acc=0.6196 | bsr=0.276 | agg=0.16s | det_auroc=0.969 | tpr@5=0.50
round   7 | acc=0.6775 | bsr=0.211 | agg=0.16s | det_auroc=0.969 | tpr@5=0.50
round   8 | acc=0.6994 | bsr=0.137 | agg=0.15s | det_auroc=0.938 | tpr@5=0.25
round   9 | acc=0.6997 | bsr=0.123 | agg=0.16s | det_auroc=0.891 | tpr@5=0.25
round  10 | acc=0.6993 | bsr=0.112 | agg=0.16s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.7044 | bsr=0.109 | agg=0.15s | det_auroc=0.766 | tpr@5=0.00
round  12 | acc=0.7101 | bsr=0.104 | agg=0.16s | det_auroc=0.750 | tpr@5=0.00
round  13 | acc=0.7173 | bsr=0.096 | agg=0.16s | det_auroc=0.703 | tpr@5=0.00
round  14 | acc=0.7231 | bsr=0.094 | agg=0.15s | det_auroc=0.609 | tpr@5=0.00
round  15 | acc=0.7271 | bsr=0.093 | agg=0.16s | det_auroc=0.594 | tpr@5=0.00
round  16 | acc=0.7318 | bsr=0.095 | agg=0.14s | det_auroc=0.547 | tpr@5=0.00
round  17 | acc=0.7366 | bsr=0.098 | agg=0.16s | det_auroc=0.438 | tpr@5=0.00
round  18 | acc=0.7411 | bsr=0.096 | agg=0.16s | det_auroc=0.531 | tpr@5=0.00
round  19 | acc=0.7450 | bsr=0.101 | agg=0.15s | det_auroc=0.578 | tpr@5=0.00
round  20 | acc=0.7473 | bsr=0.103 | agg=0.16s | det_auroc=0.547 | tpr@5=0.00
round  21 | acc=0.7523 | bsr=0.108 | agg=0.15s | det_auroc=0.391 | tpr@5=0.00
round  22 | acc=0.7536 | bsr=0.115 | agg=0.15s | det_auroc=0.453 | tpr@5=0.00
round  23 | acc=0.7561 | bsr=0.118 | agg=0.15s | det_auroc=0.469 | tpr@5=0.00
round  24 | acc=0.7583 | bsr=0.118 | agg=0.15s | det_auroc=0.359 | tpr@5=0.00
round  25 | acc=0.7591 | bsr=0.123 | agg=0.15s | det_auroc=0.359 | tpr@5=0.00
round  26 | acc=0.7580 | bsr=0.130 | agg=0.16s | det_auroc=0.312 | tpr@5=0.00
round  27 | acc=0.7611 | bsr=0.136 | agg=0.14s | det_auroc=0.344 | tpr@5=0.00
round  28 | acc=0.7626 | bsr=0.142 | agg=0.16s | det_auroc=0.406 | tpr@5=0.00
round  29 | acc=0.7651 | bsr=0.137 | agg=0.15s | det_auroc=0.391 | tpr@5=0.00
round  30 | acc=0.7669 | bsr=0.143 | agg=0.16s | det_auroc=0.297 | tpr@5=0.00
round  31 | acc=0.7697 | bsr=0.149 | agg=0.16s | det_auroc=0.391 | tpr@5=0.00
round  32 | acc=0.7715 | bsr=0.159 | agg=0.15s | det_auroc=0.359 | tpr@5=0.00
round  33 | acc=0.7736 | bsr=0.165 | agg=0.15s | det_auroc=0.375 | tpr@5=0.00
round  34 | acc=0.7754 | bsr=0.168 | agg=0.16s | det_auroc=0.344 | tpr@5=0.00
round  35 | acc=0.7765 | bsr=0.169 | agg=0.14s | det_auroc=0.359 | tpr@5=0.00
round  36 | acc=0.7788 | bsr=0.173 | agg=0.16s | det_auroc=0.328 | tpr@5=0.00
round  37 | acc=0.7807 | bsr=0.176 | agg=0.15s | det_auroc=0.328 | tpr@5=0.00
