device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0538 | bsr=0.000 | agg=2.62s | det_auroc=0.047 | tpr@5=0.00
round   2 | acc=0.1364 | bsr=0.015 | agg=2.62s | det_auroc=0.016 | tpr@5=0.00
round   3 | acc=0.3439 | bsr=0.480 | agg=2.62s | det_auroc=0.047 | tpr@5=0.00
round   4 | acc=0.3777 | bsr=0.539 | agg=2.62s | det_auroc=0.219 | tpr@5=0.00
round   5 | acc=0.4631 | bsr=0.499 | agg=2.62s | det_auroc=0.266 | tpr@5=0.00
round   6 | acc=0.5751 | bsr=0.408 | agg=2.63s | det_auroc=0.234 | tpr@5=0.00
round   7 | acc=0.6501 | bsr=0.305 | agg=2.62s | det_auroc=0.141 | tpr@5=0.00
round   8 | acc=0.6923 | bsr=0.199 | agg=2.62s | det_auroc=0.109 | tpr@5=0.00
round   9 | acc=0.6904 | bsr=0.150 | agg=2.63s | det_auroc=0.344 | tpr@5=0.00
round  10 | acc=0.6973 | bsr=0.121 | agg=2.62s | det_auroc=0.938 | tpr@5=0.75
round  11 | acc=0.6952 | bsr=0.077 | agg=2.62s | det_auroc=1.000 | tpr@5=1.00
round  12 | acc=0.7006 | bsr=0.078 | agg=2.63s | det_auroc=0.984 | tpr@5=0.75
round  13 | acc=0.7111 | bsr=0.079 | agg=2.62s | det_auroc=1.000 | tpr@5=1.00
round  14 | acc=0.7217 | bsr=0.079 | agg=2.62s | det_auroc=0.984 | tpr@5=0.75
round  15 | acc=0.7271 | bsr=0.072 | agg=2.62s | det_auroc=1.000 | tpr@5=1.00
round  16 | acc=0.7314 | bsr=0.070 | agg=2.62s | det_auroc=0.984 | tpr@5=0.75
round  17 | acc=0.7342 | bsr=0.074 | agg=2.63s | det_auroc=0.969 | tpr@5=0.50
round  18 | acc=0.7390 | bsr=0.078 | agg=2.64s | det_auroc=1.000 | tpr@5=1.00
