device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0543 | bsr=0.000 | agg=0.20s | det_auroc=0.812 | tpr@5=0.00
round   2 | acc=0.1324 | bsr=0.010 | agg=0.20s | det_auroc=0.828 | tpr@5=0.00
round   3 | acc=0.3504 | bsr=0.425 | agg=0.20s | det_auroc=0.875 | tpr@5=0.25
round   4 | acc=0.3991 | bsr=0.483 | agg=0.17s | det_auroc=0.938 | tpr@5=0.50
round   5 | acc=0.4972 | bsr=0.423 | agg=0.19s | det_auroc=0.953 | tpr@5=0.50
round   6 | acc=0.6079 | bsr=0.322 | agg=0.22s | det_auroc=0.984 | tpr@5=0.75
round   7 | acc=0.6651 | bsr=0.236 | agg=0.29s | det_auroc=0.953 | tpr@5=0.50
round   8 | acc=0.6944 | bsr=0.156 | agg=0.23s | det_auroc=0.906 | tpr@5=0.25
round   9 | acc=0.6938 | bsr=0.121 | agg=0.26s | det_auroc=0.938 | tpr@5=0.00
round  10 | acc=0.6988 | bsr=0.108 | agg=0.22s | det_auroc=0.812 | tpr@5=0.00
round  11 | acc=0.6937 | bsr=0.093 | agg=0.20s | det_auroc=0.766 | tpr@5=0.00
round  12 | acc=0.7019 | bsr=0.093 | agg=0.18s | det_auroc=0.828 | tpr@5=0.25
round  13 | acc=0.7127 | bsr=0.097 | agg=0.25s | det_auroc=0.719 | tpr@5=0.00
round  14 | acc=0.7207 | bsr=0.097 | agg=0.18s | det_auroc=0.734 | tpr@5=0.00
round  15 | acc=0.7243 | bsr=0.095 | agg=0.24s | det_auroc=0.641 | tpr@5=0.00
round  16 | acc=0.7306 | bsr=0.094 | agg=0.18s | det_auroc=0.547 | tpr@5=0.00
round  17 | acc=0.7330 | bsr=0.096 | agg=0.28s | det_auroc=0.578 | tpr@5=0.00
round  18 | acc=0.7385 | bsr=0.102 | agg=0.18s | det_auroc=0.484 | tpr@5=0.00
round  19 | acc=0.7438 | bsr=0.103 | agg=0.18s | det_auroc=0.516 | tpr@5=0.00
round  20 | acc=0.7455 | bsr=0.110 | agg=0.19s | det_auroc=0.406 | tpr@5=0.00
