device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0477 | bsr=0.000 | agg=0.23s | det_auroc=0.812 | tpr@5=0.25
round   2 | acc=0.0475 | bsr=0.000 | agg=0.17s | det_auroc=0.875 | tpr@5=0.25
round   3 | acc=0.0475 | bsr=0.000 | agg=0.14s | det_auroc=0.734 | tpr@5=0.50
round   4 | acc=0.0481 | bsr=0.000 | agg=0.15s | det_auroc=0.781 | tpr@5=0.50
round   5 | acc=0.0494 | bsr=0.000 | agg=0.18s | det_auroc=0.844 | tpr@5=0.00
round   6 | acc=0.0517 | bsr=0.000 | agg=0.16s | det_auroc=0.828 | tpr@5=0.25
round   7 | acc=0.0544 | bsr=0.000 | agg=0.19s | det_auroc=0.875 | tpr@5=0.50
round   8 | acc=0.0565 | bsr=0.000 | agg=0.15s | det_auroc=0.891 | tpr@5=0.50
round   9 | acc=0.0596 | bsr=0.000 | agg=0.16s | det_auroc=0.844 | tpr@5=0.25
round  10 | acc=0.0631 | bsr=0.000 | agg=0.16s | det_auroc=0.891 | tpr@5=0.25
round  11 | acc=0.0701 | bsr=0.000 | agg=0.19s | det_auroc=0.766 | tpr@5=0.00
round  12 | acc=0.0796 | bsr=0.001 | agg=0.13s | det_auroc=0.750 | tpr@5=0.00
round  13 | acc=0.0958 | bsr=0.002 | agg=0.15s | det_auroc=0.828 | tpr@5=0.50
round  14 | acc=0.1166 | bsr=0.007 | agg=0.16s | det_auroc=0.891 | tpr@5=0.50
round  15 | acc=0.1397 | bsr=0.015 | agg=0.17s | det_auroc=0.891 | tpr@5=0.50
round  16 | acc=0.1634 | bsr=0.038 | agg=0.16s | det_auroc=0.875 | tpr@5=0.25
round  17 | acc=0.1927 | bsr=0.081 | agg=0.17s | det_auroc=0.875 | tpr@5=0.50
round  18 | acc=0.2269 | bsr=0.152 | agg=0.17s | det_auroc=0.828 | tpr@5=0.25
round  19 | acc=0.2613 | bsr=0.234 | agg=0.17s | det_auroc=0.844 | tpr@5=0.25
round  20 | acc=0.2967 | bsr=0.318 | agg=0.17s | det_auroc=0.922 | tpr@5=0.50
round  21 | acc=0.3227 | bsr=0.388 | agg=0.20s | det_auroc=0.922 | tpr@5=0.50
round  22 | acc=0.3433 | bsr=0.440 | agg=0.14s | det_auroc=0.938 | tpr@5=0.50
round  23 | acc=0.3563 | bsr=0.468 | agg=0.15s | det_auroc=0.922 | tpr@5=0.25
round  24 | acc=0.3628 | bsr=0.494 | agg=0.13s | det_auroc=0.906 | tpr@5=0.25
round  25 | acc=0.3694 | bsr=0.505 | agg=0.13s | det_auroc=0.922 | tpr@5=0.25
round  26 | acc=0.3758 | bsr=0.507 | agg=0.13s | det_auroc=0.938 | tpr@5=0.50
round  27 | acc=0.3800 | bsr=0.510 | agg=0.14s | det_auroc=0.922 | tpr@5=0.50
round  28 | acc=0.3861 | bsr=0.507 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round  29 | acc=0.3909 | bsr=0.502 | agg=0.14s | det_auroc=0.938 | tpr@5=0.50
round  30 | acc=0.3957 | bsr=0.498 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round  31 | acc=0.4015 | bsr=0.491 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round  32 | acc=0.4124 | bsr=0.482 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round  33 | acc=0.4294 | bsr=0.473 | agg=0.15s | det_auroc=0.922 | tpr@5=0.25
round  34 | acc=0.4451 | bsr=0.462 | agg=0.15s | det_auroc=0.922 | tpr@5=0.25
round  35 | acc=0.4614 | bsr=0.450 | agg=0.15s | det_auroc=0.938 | tpr@5=0.50
round  36 | acc=0.4807 | bsr=0.440 | agg=0.15s | det_auroc=0.906 | tpr@5=0.25
round  37 | acc=0.4928 | bsr=0.433 | agg=0.14s | det_auroc=0.938 | tpr@5=0.50
round  38 | acc=0.5168 | bsr=0.413 | agg=0.27s | det_auroc=0.938 | tpr@5=0.25
round  39 | acc=0.5329 | bsr=0.400 | agg=0.16s | det_auroc=0.906 | tpr@5=0.25
round  40 | acc=0.5480 | bsr=0.386 | agg=0.15s | det_auroc=0.922 | tpr@5=0.50
round  41 | acc=0.5631 | bsr=0.372 | agg=0.16s | det_auroc=0.922 | tpr@5=0.25
round  42 | acc=0.5785 | bsr=0.363 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round  43 | acc=0.5912 | bsr=0.354 | agg=0.12s | det_auroc=0.938 | tpr@5=0.50
round  44 | acc=0.6029 | bsr=0.339 | agg=0.13s | det_auroc=0.922 | tpr@5=0.25
round  45 | acc=0.6193 | bsr=0.324 | agg=0.16s | det_auroc=0.922 | tpr@5=0.25
round  46 | acc=0.6275 | bsr=0.311 | agg=0.17s | det_auroc=0.938 | tpr@5=0.25
round  47 | acc=0.6343 | bsr=0.299 | agg=0.13s | det_auroc=0.953 | tpr@5=0.50
round  48 | acc=0.6454 | bsr=0.287 | agg=0.11s | det_auroc=0.953 | tpr@5=0.25
round  49 | acc=0.6541 | bsr=0.273 | agg=0.16s | det_auroc=0.953 | tpr@5=0.25
round  50 | acc=0.6630 | bsr=0.259 | agg=0.13s | det_auroc=0.938 | tpr@5=0.25
round  51 | acc=0.6700 | bsr=0.247 | agg=0.14s | det_auroc=0.938 | tpr@5=0.25
round  52 | acc=0.6724 | bsr=0.239 | agg=0.16s | det_auroc=0.891 | tpr@5=0.25
round  53 | acc=0.6790 | bsr=0.227 | agg=0.14s | det_auroc=0.938 | tpr@5=0.25
round  54 | acc=0.6801 | bsr=0.215 | agg=0.16s | det_auroc=0.922 | tpr@5=0.25
round  55 | acc=0.6843 | bsr=0.205 | agg=0.14s | det_auroc=0.953 | tpr@5=0.25
round  56 | acc=0.6879 | bsr=0.198 | agg=0.14s | det_auroc=0.953 | tpr@5=0.25
round  57 | acc=0.6915 | bsr=0.190 | agg=0.13s | det_auroc=0.922 | tpr@5=0.00
round  58 | acc=0.6923 | bsr=0.182 | agg=0.15s | det_auroc=0.922 | tpr@5=0.00
round  59 | acc=0.6951 | bsr=0.174 | agg=0.14s | det_auroc=0.938 | tpr@5=0.00
round  60 | acc=0.6974 | bsr=0.165 | agg=0.13s | det_auroc=0.953 | tpr@5=0.25
