device=cuda dataset=fmnist(real) clients=20 malicious=4 defense=ecf attack=backdoor
round   1 | acc=0.0477 | bsr=0.000 | agg=0.16s | det_auroc=0.766 | tpr@5=0.00
round   2 | acc=0.0475 | bsr=0.000 | agg=0.15s | det_auroc=0.859 | tpr@5=0.25
round   3 | acc=0.0474 | bsr=0.000 | agg=0.17s | det_auroc=0.766 | tpr@5=0.00
round   4 | acc=0.0481 | bsr=0.000 | agg=0.13s | det_auroc=0.828 | tpr@5=0.00
round   5 | acc=0.0494 | bsr=0.000 | agg=0.18s | det_auroc=0.844 | tpr@5=0.00
round   6 | acc=0.0519 | bsr=0.000 | agg=0.17s | det_auroc=0.859 | tpr@5=0.25
round   7 | acc=0.0544 | bsr=0.000 | agg=0.15s | det_auroc=0.812 | tpr@5=0.00
round   8 | acc=0.0565 | bsr=0.000 | agg=0.16s | det_auroc=0.875 | tpr@5=0.50
round   9 | acc=0.0596 | bsr=0.000 | agg=0.17s | det_auroc=0.828 | tpr@5=0.25
round  10 | acc=0.0631 | bsr=0.000 | agg=0.17s | det_auroc=0.891 | tpr@5=0.25
round  11 | acc=0.0701 | bsr=0.000 | agg=0.15s | det_auroc=0.844 | tpr@5=0.00
round  12 | acc=0.0796 | bsr=0.001 | agg=0.16s | det_auroc=0.906 | tpr@5=0.50
round  13 | acc=0.0958 | bsr=0.002 | agg=0.18s | det_auroc=0.828 | tpr@5=0.00
round  14 | acc=0.1165 | bsr=0.006 | agg=0.18s | det_auroc=0.891 | tpr@5=0.00
round  15 | acc=0.1396 | bsr=0.015 | agg=0.14s | det_auroc=0.922 | tpr@5=0.25
round  16 | acc=0.1635 | bsr=0.038 | agg=0.16s | det_auroc=0.906 | tpr@5=0.25
round  17 | acc=0.1929 | bsr=0.081 | agg=0.15s | det_auroc=0.875 | tpr@5=0.50
round  18 | acc=0.2269 | bsr=0.152 | agg=0.14s | det_auroc=0.922 | tpr@5=0.50
round  19 | acc=0.2613 | bsr=0.233 | agg=0.17s | det_auroc=0.938 | tpr@5=0.50
round  20 | acc=0.2966 | bsr=0.318 | agg=0.18s | det_auroc=0.938 | tpr@5=0.50
round  21 | acc=0.3222 | bsr=0.388 | agg=0.14s | det_auroc=0.891 | tpr@5=0.50
round  22 | acc=0.3431 | bsr=0.438 | agg=0.14s | det_auroc=0.938 | tpr@5=0.50
round  23 | acc=0.3566 | bsr=0.467 | agg=0.15s | det_auroc=0.938 | tpr@5=0.50
round  24 | acc=0.3629 | bsr=0.493 | agg=0.13s | det_auroc=0.938 | tpr@5=0.50
round  25 | acc=0.3694 | bsr=0.505 | agg=0.15s | det_auroc=0.938 | tpr@5=0.50
round  26 | acc=0.3757 | bsr=0.506 | agg=0.14s | det_auroc=0.922 | tpr@5=0.25
round  27 | acc=0.3800 | bsr=0.509 | agg=0.16s | det_auroc=0.953 | tpr@5=0.50
round  28 | acc=0.3863 | bsr=0.507 | agg=0.18s | det_auroc=0.969 | tpr@5=0.50
round  29 | acc=0.3911 | bsr=0.502 | agg=0.14s | det_auroc=0.953 | tpr@5=0.50
round  30 | acc=0.3962 | bsr=0.495 | agg=0.15s | det_auroc=0.938 | tpr@5=0.50
round  31 | acc=0.4020 | bsr=0.489 | agg=0.16s | det_auroc=0.938 | tpr@5=0.50
round  32 | acc=0.4129 | bsr=0.481 | agg=0.16s | det_auroc=0.969 | tpr@5=0.50
round  33 | acc=0.4292 | bsr=0.472 | agg=0.14s | det_auroc=0.969 | tpr@5=0.50
round  34 | acc=0.4454 | bsr=0.461 | agg=0.15s | det_auroc=0.969 | tpr@5=0.50
round  35 | acc=0.4617 | bsr=0.448 | agg=0.14s | det_auroc=0.953 | tpr@5=0.25
round  36 | acc=0.4809 | bsr=0.439 | agg=0.15s | det_auroc=0.984 | tpr@5=0.75
round  37 | acc=0.4932 | bsr=0.431 | agg=0.18s | det_auroc=0.984 | tpr@5=0.75
round  38 | acc=0.5162 | bsr=0.410 | agg=0.14s | det_auroc=0.969 | tpr@5=0.50
